Shipment_ID,Order_ID,Shipment_Date,Delivery_Date,Delivery_Time
SHIP19565,ORD19565,2025-02-21,2025-02-24,72
SHIP19566,ORD19566,2025-10-28,2025-11-02,120
SHIP19567,ORD19567,2026-04-07,2026-04-15,192
SHIP19568,ORD19568,2026-03-23,2026-03-28,120
SHIP19569,ORD19569,2024-12-24,2024-12-28,96
SHIP19570,ORD19570,2026-02-11,2026-02-22,264
SHIP19571,ORD19571,2025-11-19,2025-11-23,96
SHIP19572,ORD19572,2024-10-05,2024-10-09,96
SHIP19573,ORD19573,2024-11-14,2024-11-15,24
SHIP19574,ORD19574,2024-07-30,2024-07-31,24
SHIP19575,ORD19575,2024-09-14,2024-09-24,240
SHIP19576,ORD19576,2026-01-31,2026-02-06,144
SHIP19577,ORD19577,2025-08-14,2025-08-26,288
SHIP19578,ORD19578,2025-05-09,2025-05-21,288
SHIP19579,ORD19579,2025-12-20,2025-12-27,168
SHIP19580,ORD19580,2025-03-07,2025-03-17,240
SHIP19581,ORD19581,2026-01-05,2026-01-15,240
SHIP19582,ORD19582,2024-08-10,2024-08-14,96
SHIP19583,ORD19583,2025-02-12,2025-02-14,48
SHIP19584,ORD19584,2024-11-04,2024-11-06,48
SHIP19585,ORD19585,2025-09-10,2025-09-18,192
SHIP19586,ORD19586,2025-01-09,2025-01-19,240
SHIP19587,ORD19587,2026-03-12,2026-03-24,288
SHIP19588,ORD19588,2026-05-03,2026-05-11,192
SHIP19589,ORD19589,2025-11-11,2025-11-20,216
SHIP19590,ORD19590,2025-10-30,2025-11-05,144
SHIP19591,ORD19591,2025-08-02,2025-08-14,288
SHIP19592,ORD19592,2025-09-20,2025-09-28,192
SHIP19593,ORD19593,2024-12-30,2024-12-31,24
SHIP19594,ORD19594,2026-02-20,2026-03-01,216
SHIP19595,ORD19595,2025-06-30,2025-07-10,240
SHIP19596,ORD19596,2026-07-15,2026-07-20,120
SHIP19597,ORD19597,2026-05-30,2026-06-06,168
SHIP19598,ORD19598,2025-09-16,2025-09-22,144
SHIP19599,ORD19599,2025-05-26,2025-05-29,72
SHIP19600,ORD19600,2024-11-02,2024-11-14,288
SHIP19601,ORD19601,2025-08-11,2025-08-16,120
SHIP19602,ORD19602,2026-06-02,2026-06-12,240
SHIP19603,ORD19603,2025-04-27,2025-05-06,216
SHIP19604,ORD19604,2025-03-25,2025-04-05,264
SHIP19605,ORD19605,2026-03-31,2026-04-02,48
SHIP19606,ORD19606,2024-08-18,2024-08-28,240
SHIP19607,ORD19607,2025-08-24,2025-08-26,48
SHIP19608,ORD19608,2025-12-21,2026-01-02,288
SHIP19609,ORD19609,2025-02-14,2025-02-18,96
SHIP19610,ORD19610,2025-12-13,2025-12-18,120
SHIP19611,ORD19611,2025-05-03,2025-05-08,120
SHIP19612,ORD19612,2025-11-26,2025-12-07,264
SHIP19613,ORD19613,2024-11-29,2024-12-05,144
SHIP19614,ORD19614,2024-09-24,2024-10-03,216
SHIP19615,ORD19615,2025-03-21,2025-03-24,72
SHIP19616,ORD19616,2026-03-18,2026-03-27,216
SHIP19617,ORD19617,2024-11-08,2024-11-19,264
SHIP19618,ORD19618,2024-09-16,2024-09-26,240
SHIP19619,ORD19619,2024-08-18,2024-08-27,216
SHIP19620,ORD19620,2025-04-10,2025-04-20,240
SHIP19621,ORD19621,2025-09-12,2025-09-17,120
SHIP19622,ORD19622,2026-04-18,2026-04-23,120
SHIP19623,ORD19623,2024-08-22,2024-08-31,216
SHIP19624,ORD19624,2024-10-19,2024-10-21,48
SHIP19625,ORD19625,2024-10-29,2024-10-30,24
SHIP19626,ORD19626,2025-01-29,2025-01-30,24
SHIP19627,ORD19627,2026-06-05,2026-06-15,240
SHIP19628,ORD19628,2024-10-04,2024-10-13,216
SHIP19629,ORD19629,2025-10-13,2025-10-22,216
SHIP19630,ORD19630,2026-07-10,2026-07-22,288
SHIP19631,ORD19631,2025-09-06,2025-09-10,96
SHIP19632,ORD19632,2024-08-15,2024-08-20,120
SHIP19633,ORD19633,2024-10-25,2024-10-30,120
SHIP19634,ORD19634,2024-08-18,2024-08-24,144
SHIP19635,ORD19635,2024-11-18,2024-11-21,72
SHIP19636,ORD19636,2025-01-12,2025-01-21,216
SHIP19637,ORD19637,2025-04-01,2025-04-09,192
SHIP19638,ORD19638,2026-02-26,2026-02-27,24
SHIP19639,ORD19639,2026-01-18,2026-01-27,216
SHIP19640,ORD19640,2024-08-27,2024-08-29,48
SHIP19641,ORD19641,2025-06-13,2025-06-22,216
SHIP19642,ORD19642,2025-10-10,2025-10-17,168
SHIP19643,ORD19643,2025-01-29,2025-02-01,72
SHIP19644,ORD19644,2025-02-07,2025-02-14,168
SHIP19645,ORD19645,2025-08-03,2025-08-08,120
SHIP19646,ORD19646,2025-08-22,2025-09-02,264
SHIP19647,ORD19647,2025-08-05,2025-08-09,96
SHIP19648,ORD19648,2026-04-10,2026-04-13,72
SHIP19649,ORD19649,2025-12-03,2025-12-13,240
SHIP19650,ORD19650,2024-09-02,2024-09-07,120
SHIP19651,ORD19651,2025-05-05,2025-05-16,264
SHIP19652,ORD19652,2025-06-09,2025-06-13,96
SHIP19653,ORD19653,2025-11-16,2025-11-19,72
SHIP19654,ORD19654,2026-06-25,2026-06-26,24
SHIP19655,ORD19655,2025-08-14,2025-08-21,168
SHIP19656,ORD19656,2025-12-11,2025-12-18,168
SHIP19657,ORD19657,2025-11-20,2025-11-21,24
SHIP19658,ORD19658,2024-09-03,2024-09-08,120
SHIP19659,ORD19659,2024-08-01,2024-08-10,216
SHIP19660,ORD19660,2025-03-06,2025-03-14,192
SHIP19661,ORD19661,2025-10-07,2025-10-16,216
SHIP19662,ORD19662,2025-08-06,2025-08-10,96
SHIP19663,ORD19663,2026-01-30,2026-02-11,288
SHIP19664,ORD19664,2026-01-21,2026-01-26,120
SHIP19665,ORD19665,2025-03-06,2025-03-18,288
SHIP19666,ORD19666,2024-09-16,2024-09-19,72
SHIP19667,ORD19667,2025-11-15,2025-11-18,72
SHIP19668,ORD19668,2025-02-09,2025-02-11,48
SHIP19669,ORD19669,2026-01-15,2026-01-27,288
SHIP19670,ORD19670,2024-12-10,2024-12-21,264
SHIP19671,ORD19671,2025-01-17,2025-01-19,48
SHIP19672,ORD19672,2024-12-09,2024-12-12,72
SHIP19673,ORD19673,2025-09-22,2025-09-25,72
SHIP19674,ORD19674,2025-11-15,2025-11-25,240
SHIP19675,ORD19675,2026-02-12,2026-02-15,72
SHIP19676,ORD19676,2026-05-12,2026-05-24,288
SHIP19677,ORD19677,2025-08-04,2025-08-07,72
SHIP19678,ORD19678,2024-09-26,2024-09-28,48
SHIP19679,ORD19679,2026-01-25,2026-01-28,72
SHIP19680,ORD19680,2025-12-22,2025-12-27,120
SHIP19681,ORD19681,2025-06-29,2025-07-06,168
SHIP19682,ORD19682,2025-01-28,2025-02-01,96
SHIP19683,ORD19683,2026-01-27,2026-02-05,216
SHIP19684,ORD19684,2025-07-15,2025-07-20,120
SHIP19685,ORD19685,2025-06-13,2025-06-17,96
SHIP19686,ORD19686,2026-02-02,2026-02-07,120
SHIP19687,ORD19687,2025-03-22,2025-04-01,240
SHIP19688,ORD19688,2024-07-24,2024-07-30,144
SHIP19689,ORD19689,2025-04-23,2025-04-30,168
SHIP19690,ORD19690,2025-01-20,2025-01-30,240
SHIP19691,ORD19691,2024-12-13,2024-12-17,96
SHIP19692,ORD19692,2026-04-20,2026-04-21,24
SHIP19693,ORD19693,2025-06-03,2025-06-12,216
SHIP19694,ORD19694,2024-11-30,2024-12-05,120
SHIP19695,ORD19695,2024-12-13,2024-12-16,72
SHIP19696,ORD19696,2026-05-15,2026-05-19,96
SHIP19697,ORD19697,2026-07-05,2026-07-15,240
SHIP19698,ORD19698,2025-07-19,2025-07-22,72
SHIP19699,ORD19699,2025-04-10,2025-04-22,288
SHIP19700,ORD19700,2026-02-01,2026-02-08,168
SHIP19701,ORD19701,2025-08-19,2025-08-24,120
SHIP19702,ORD19702,2025-02-26,2025-03-01,72
SHIP19703,ORD19703,2026-04-28,2026-04-29,24
SHIP19704,ORD19704,2025-12-02,2025-12-09,168
SHIP19705,ORD19705,2025-11-30,2025-12-07,168
SHIP19706,ORD19706,2026-07-05,2026-07-06,24
SHIP19707,ORD19707,2025-10-10,2025-10-12,48
SHIP19708,ORD19708,2026-03-25,2026-03-27,48
SHIP19709,ORD19709,2024-12-29,2024-12-30,24
SHIP19710,ORD19710,2025-05-08,2025-05-11,72
SHIP19711,ORD19711,2026-03-07,2026-03-15,192
SHIP19712,ORD19712,2026-03-17,2026-03-24,168
SHIP19713,ORD19713,2025-07-17,2025-07-26,216
SHIP19714,ORD19714,2026-05-28,2026-06-04,168
SHIP19715,ORD19715,2024-08-12,2024-08-18,144
SHIP19716,ORD19716,2025-11-12,2025-11-18,144
SHIP19717,ORD19717,2025-01-23,2025-02-02,240
SHIP19718,ORD19718,2025-04-27,2025-05-08,264
SHIP19719,ORD19719,2025-04-13,2025-04-17,96
SHIP19720,ORD19720,2025-01-19,2025-01-21,48
SHIP19721,ORD19721,2024-10-18,2024-10-24,144
SHIP19722,ORD19722,2026-01-29,2026-01-31,48
SHIP19723,ORD19723,2024-11-23,2024-11-24,24
SHIP19724,ORD19724,2024-08-18,2024-08-21,72
SHIP19725,ORD19725,2025-06-06,2025-06-15,216
SHIP19726,ORD19726,2025-04-09,2025-04-18,216
SHIP19727,ORD19727,2026-05-17,2026-05-21,96
SHIP19728,ORD19728,2024-10-14,2024-10-17,72
SHIP19729,ORD19729,2024-11-25,2024-11-26,24
SHIP19730,ORD19730,2025-07-29,2025-07-30,24
SHIP19731,ORD19731,2024-12-01,2024-12-04,72
SHIP19732,ORD19732,2024-12-17,2024-12-19,48
SHIP19733,ORD19733,2025-07-13,2025-07-17,96
SHIP19734,ORD19734,2026-03-08,2026-03-11,72
SHIP19735,ORD19735,2025-04-13,2025-04-24,264
SHIP19736,ORD19736,2024-08-09,2024-08-15,144
SHIP19737,ORD19737,2025-08-23,2025-08-30,168
SHIP19738,ORD19738,2025-03-22,2025-03-29,168
SHIP19739,ORD19739,2025-01-10,2025-01-14,96
SHIP19740,ORD19740,2024-10-27,2024-11-01,120
SHIP19741,ORD19741,2024-12-17,2024-12-20,72
SHIP19742,ORD19742,2024-12-03,2024-12-15,288
SHIP19743,ORD19743,2026-04-13,2026-04-24,264
SHIP19744,ORD19744,2025-08-16,2025-08-22,144
SHIP19745,ORD19745,2025-08-30,2025-09-03,96
SHIP19746,ORD19746,2025-12-27,2026-01-04,192
SHIP19747,ORD19747,2026-05-15,2026-05-26,264
SHIP19748,ORD19748,2025-07-03,2025-07-12,216
SHIP19749,ORD19749,2026-03-26,2026-04-04,216
SHIP19750,ORD19750,2025-04-29,2025-05-01,48
SHIP19751,ORD19751,2024-11-05,2024-11-16,264
SHIP19752,ORD19752,2025-09-07,2025-09-16,216
SHIP19753,ORD19753,2025-05-07,2025-05-09,48
SHIP19754,ORD19754,2026-03-03,2026-03-15,288
SHIP19755,ORD19755,2026-07-14,2026-07-20,144
SHIP19756,ORD19756,2024-12-09,2024-12-15,144
SHIP19757,ORD19757,2025-07-31,2025-08-06,144
SHIP19758,ORD19758,2025-03-31,2025-04-09,216
SHIP19759,ORD19759,2025-08-08,2025-08-18,240
SHIP19760,ORD19760,2025-08-31,2025-09-04,96
SHIP19761,ORD19761,2025-07-26,2025-08-01,144
SHIP19762,ORD19762,2025-11-19,2025-11-29,240
SHIP19763,ORD19763,2026-05-17,2026-05-18,24
SHIP19764,ORD19764,2025-04-30,2025-05-02,48
SHIP19765,ORD19765,2024-09-10,2024-09-16,144
SHIP19766,ORD19766,2024-10-24,2024-11-04,264
SHIP19767,ORD19767,2026-03-29,2026-04-07,216
SHIP19768,ORD19768,2025-05-11,2025-05-15,96
SHIP19769,ORD19769,2025-02-23,2025-02-26,72
SHIP19770,ORD19770,2024-11-22,2024-12-03,264
SHIP19771,ORD19771,2024-10-21,2024-10-29,192
SHIP19772,ORD19772,2025-11-08,2025-11-10,48
SHIP19773,ORD19773,2025-06-03,2025-06-05,48
SHIP19774,ORD19774,2024-08-09,2024-08-19,240
SHIP19775,ORD19775,2025-10-05,2025-10-14,216
SHIP19776,ORD19776,2025-09-17,2025-09-19,48
SHIP19777,ORD19777,2026-01-19,2026-01-23,96
SHIP19778,ORD19778,2025-01-27,2025-01-31,96
SHIP19779,ORD19779,2026-04-27,2026-05-03,144
SHIP19780,ORD19780,2025-10-27,2025-11-01,120
SHIP19781,ORD19781,2026-05-13,2026-05-17,96
SHIP19782,ORD19782,2026-03-02,2026-03-04,48
SHIP19783,ORD19783,2025-04-04,2025-04-14,240
SHIP19784,ORD19784,2024-12-21,2024-12-24,72
SHIP19785,ORD19785,2025-08-22,2025-08-28,144
SHIP19786,ORD19786,2025-07-21,2025-07-22,24
SHIP19787,ORD19787,2025-02-15,2025-02-19,96
SHIP19788,ORD19788,2025-07-10,2025-07-22,288
SHIP19789,ORD19789,2026-01-21,2026-01-30,216
SHIP19790,ORD19790,2025-12-20,2025-12-30,240
SHIP19791,ORD19791,2024-11-09,2024-11-15,144
SHIP19792,ORD19792,2024-07-26,2024-08-04,216
SHIP19793,ORD19793,2024-08-25,2024-08-31,144
SHIP19794,ORD19794,2025-03-04,2025-03-14,240
SHIP19795,ORD19795,2026-03-02,2026-03-13,264
SHIP19796,ORD19796,2024-09-20,2024-09-30,240
SHIP19797,ORD19797,2025-03-14,2025-03-15,24
SHIP19798,ORD19798,2025-11-15,2025-11-26,264
SHIP19799,ORD19799,2025-12-17,2025-12-20,72
SHIP19800,ORD19800,2026-05-13,2026-05-22,216
SHIP19801,ORD19801,2025-06-03,2025-06-07,96
SHIP19802,ORD19802,2026-06-19,2026-07-01,288
SHIP19803,ORD19803,2026-02-10,2026-02-22,288
SHIP19804,ORD19804,2026-02-23,2026-02-24,24
SHIP19805,ORD19805,2026-03-15,2026-03-21,144
SHIP19806,ORD19806,2025-01-13,2025-01-19,144
SHIP19807,ORD19807,2025-09-15,2025-09-21,144
SHIP19808,ORD19808,2026-01-26,2026-02-02,168
SHIP19809,ORD19809,2024-11-13,2024-11-20,168
SHIP19810,ORD19810,2024-11-01,2024-11-12,264
SHIP19811,ORD19811,2025-09-09,2025-09-17,192
SHIP19812,ORD19812,2025-03-17,2025-03-18,24
SHIP19813,ORD19813,2025-04-02,2025-04-04,48
SHIP19814,ORD19814,2026-02-13,2026-02-20,168
SHIP19815,ORD19815,2025-11-12,2025-11-24,288
SHIP19816,ORD19816,2024-09-23,2024-09-27,96
SHIP19817,ORD19817,2026-03-30,2026-04-11,288
SHIP19818,ORD19818,2024-09-22,2024-09-27,120
SHIP19819,ORD19819,2025-06-29,2025-06-30,24
SHIP19820,ORD19820,2026-03-05,2026-03-06,24
SHIP19821,ORD19821,2026-05-04,2026-05-05,24
SHIP19822,ORD19822,2024-10-10,2024-10-13,72
SHIP19823,ORD19823,2025-08-13,2025-08-25,288
SHIP19824,ORD19824,2025-08-19,2025-08-20,24
SHIP19825,ORD19825,2025-11-22,2025-11-29,168
SHIP19826,ORD19826,2025-02-07,2025-02-08,24
SHIP19827,ORD19827,2024-09-07,2024-09-16,216
SHIP19828,ORD19828,2024-11-16,2024-11-28,288
SHIP19829,ORD19829,2024-12-22,2025-01-03,288
SHIP19830,ORD19830,2025-09-09,2025-09-17,192
SHIP19831,ORD19831,2025-04-02,2025-04-04,48
SHIP19832,ORD19832,2024-09-26,2024-10-07,264
SHIP19833,ORD19833,2025-04-09,2025-04-11,48
SHIP19834,ORD19834,2026-06-06,2026-06-12,144
SHIP19835,ORD19835,2026-03-24,2026-04-03,240
SHIP19836,ORD19836,2024-08-06,2024-08-10,96
SHIP19837,ORD19837,2025-07-23,2025-08-01,216
SHIP19838,ORD19838,2025-09-24,2025-09-27,72
SHIP19839,ORD19839,2025-10-28,2025-11-04,168
SHIP19840,ORD19840,2026-06-26,2026-07-05,216
SHIP19841,ORD19841,2025-10-30,2025-11-10,264
SHIP19842,ORD19842,2024-09-11,2024-09-21,240
SHIP19843,ORD19843,2025-06-04,2025-06-08,96
SHIP19844,ORD19844,2024-11-15,2024-11-25,240
SHIP19845,ORD19845,2026-06-28,2026-07-06,192
SHIP19846,ORD19846,2025-04-29,2025-05-07,192
SHIP19847,ORD19847,2025-03-15,2025-03-19,96
SHIP19848,ORD19848,2024-10-04,2024-10-09,120
SHIP19849,ORD19849,2025-06-28,2025-07-07,216
SHIP19850,ORD19850,2025-09-01,2025-09-03,48
SHIP19851,ORD19851,2024-12-25,2025-01-03,216
SHIP19852,ORD19852,2026-01-21,2026-01-29,192
SHIP19853,ORD19853,2025-05-23,2025-05-29,144
SHIP19854,ORD19854,2025-05-29,2025-05-30,24
SHIP19855,ORD19855,2025-05-23,2025-05-29,144
SHIP19856,ORD19856,2026-01-24,2026-01-26,48
SHIP19857,ORD19857,2025-12-15,2025-12-17,48
SHIP19858,ORD19858,2025-06-29,2025-07-08,216
SHIP19859,ORD19859,2025-07-26,2025-08-07,288
SHIP19860,ORD19860,2025-02-20,2025-02-23,72
SHIP19861,ORD19861,2025-04-04,2025-04-06,48
SHIP19862,ORD19862,2025-01-09,2025-01-19,240
SHIP19863,ORD19863,2024-09-22,2024-09-30,192
SHIP19864,ORD19864,2024-08-30,2024-09-08,216
SHIP19865,ORD19865,2026-04-21,2026-04-23,48
SHIP19866,ORD19866,2024-08-15,2024-08-16,24
SHIP19867,ORD19867,2025-12-03,2025-12-14,264
SHIP19868,ORD19868,2026-05-30,2026-06-05,144
SHIP19869,ORD19869,2025-01-12,2025-01-14,48
SHIP19870,ORD19870,2026-01-14,2026-01-22,192
SHIP19871,ORD19871,2025-05-14,2025-05-17,72
SHIP19872,ORD19872,2026-03-03,2026-03-07,96
SHIP19873,ORD19873,2025-11-05,2025-11-08,72
SHIP19874,ORD19874,2024-08-05,2024-08-11,144
SHIP19875,ORD19875,2024-09-21,2024-09-23,48
SHIP19876,ORD19876,2026-04-07,2026-04-10,72
SHIP19877,ORD19877,2025-09-06,2025-09-09,72
SHIP19878,ORD19878,2026-01-18,2026-01-21,72
SHIP19879,ORD19879,2024-11-21,2024-11-27,144
SHIP19880,ORD19880,2026-05-10,2026-05-17,168
SHIP19881,ORD19881,2024-09-24,2024-10-01,168
SHIP19882,ORD19882,2025-08-15,2025-08-23,192
SHIP19883,ORD19883,2024-08-24,2024-08-28,96
SHIP19884,ORD19884,2026-02-17,2026-02-20,72
SHIP19885,ORD19885,2026-07-08,2026-07-14,144
SHIP19886,ORD19886,2026-05-15,2026-05-19,96
SHIP19887,ORD19887,2024-08-23,2024-08-31,192
SHIP19888,ORD19888,2026-02-18,2026-02-19,24
SHIP19889,ORD19889,2025-11-26,2025-11-29,72
SHIP19890,ORD19890,2025-01-31,2025-02-03,72
SHIP19891,ORD19891,2025-01-03,2025-01-04,24
SHIP19892,ORD19892,2025-03-05,2025-03-14,216
SHIP19893,ORD19893,2024-10-24,2024-10-30,144
SHIP19894,ORD19894,2024-08-28,2024-09-01,96
SHIP19895,ORD19895,2025-03-14,2025-03-16,48
SHIP19896,ORD19896,2025-03-24,2025-04-05,288
SHIP19897,ORD19897,2026-05-29,2026-05-31,48
SHIP19898,ORD19898,2025-05-13,2025-05-15,48
SHIP19899,ORD19899,2024-10-07,2024-10-15,192
SHIP19900,ORD19900,2024-10-26,2024-10-30,96
SHIP19901,ORD19901,2024-09-09,2024-09-12,72
SHIP19902,ORD19902,2024-10-16,2024-10-28,288
SHIP19903,ORD19903,2024-11-12,2024-11-23,264
SHIP19904,ORD19904,2026-02-27,2026-03-10,264
SHIP19905,ORD19905,2025-05-22,2025-05-26,96
SHIP19906,ORD19906,2026-04-29,2026-05-03,96
SHIP19907,ORD19907,2025-09-11,2025-09-21,240
SHIP19908,ORD19908,2024-11-25,2024-12-05,240
SHIP19909,ORD19909,2024-12-05,2024-12-13,192
SHIP19910,ORD19910,2026-06-11,2026-06-14,72
SHIP19911,ORD19911,2025-10-23,2025-10-31,192
SHIP19912,ORD19912,2024-12-17,2024-12-24,168
SHIP19913,ORD19913,2026-03-11,2026-03-23,288
SHIP19914,ORD19914,2026-06-04,2026-06-12,192
SHIP19915,ORD19915,2024-11-21,2024-11-30,216
SHIP19916,ORD19916,2026-05-28,2026-06-01,96
SHIP19917,ORD19917,2025-05-15,2025-05-23,192
SHIP19918,ORD19918,2024-10-06,2024-10-08,48
SHIP19919,ORD19919,2024-08-03,2024-08-08,120
SHIP19920,ORD19920,2024-09-23,2024-10-01,192
SHIP19921,ORD19921,2025-01-22,2025-01-23,24
SHIP19922,ORD19922,2025-01-03,2025-01-15,288
SHIP19923,ORD19923,2025-09-05,2025-09-09,96
SHIP19924,ORD19924,2025-02-27,2025-03-11,288
SHIP19925,ORD19925,2025-03-11,2025-03-12,24
SHIP19926,ORD19926,2026-03-02,2026-03-05,72
SHIP19927,ORD19927,2025-07-13,2025-07-16,72
SHIP19928,ORD19928,2026-03-19,2026-03-22,72
SHIP19929,ORD19929,2024-08-06,2024-08-09,72
SHIP19930,ORD19930,2025-04-28,2025-05-09,264
SHIP19931,ORD19931,2024-10-20,2024-10-28,192
SHIP19932,ORD19932,2026-04-03,2026-04-13,240
SHIP19933,ORD19933,2025-08-12,2025-08-24,288
SHIP19934,ORD19934,2025-08-20,2025-08-30,240
SHIP19935,ORD19935,2024-12-30,2025-01-07,192
SHIP19936,ORD19936,2025-12-21,2025-12-24,72
SHIP19937,ORD19937,2026-04-03,2026-04-04,24
SHIP19938,ORD19938,2026-03-11,2026-03-23,288
SHIP19939,ORD19939,2026-05-29,2026-06-07,216
SHIP19940,ORD19940,2025-11-20,2025-11-27,168
SHIP19941,ORD19941,2025-03-10,2025-03-11,24
SHIP19942,ORD19942,2025-04-04,2025-04-07,72
SHIP19943,ORD19943,2026-01-14,2026-01-19,120
SHIP19944,ORD19944,2026-07-11,2026-07-23,288
SHIP19945,ORD19945,2024-12-04,2024-12-09,120
SHIP19946,ORD19946,2026-05-31,2026-06-01,24
SHIP19947,ORD19947,2026-06-15,2026-06-16,24
SHIP19948,ORD19948,2026-03-23,2026-03-26,72
SHIP19949,ORD19949,2025-08-23,2025-09-01,216
SHIP19950,ORD19950,2024-10-19,2024-10-30,264
SHIP19951,ORD19951,2025-12-29,2026-01-03,120
SHIP19952,ORD19952,2025-11-16,2025-11-22,144
SHIP19953,ORD19953,2024-08-29,2024-09-05,168
SHIP19954,ORD19954,2026-03-13,2026-03-24,264
SHIP19955,ORD19955,2025-10-13,2025-10-25,288
SHIP19956,ORD19956,2026-03-23,2026-03-29,144
SHIP19957,ORD19957,2024-08-28,2024-09-05,192
SHIP19958,ORD19958,2025-03-11,2025-03-22,264
SHIP19959,ORD19959,2025-07-19,2025-07-27,192
SHIP19960,ORD19960,2025-11-18,2025-11-20,48
SHIP19961,ORD19961,2024-08-10,2024-08-21,264
SHIP19962,ORD19962,2025-11-27,2025-12-04,168
SHIP19963,ORD19963,2025-09-11,2025-09-21,240
SHIP19964,ORD19964,2025-11-05,2025-11-09,96
SHIP19965,ORD19965,2025-08-07,2025-08-15,192
SHIP19966,ORD19966,2025-02-20,2025-02-21,24
SHIP19967,ORD19967,2025-04-18,2025-04-20,48
SHIP19968,ORD19968,2024-07-19,2024-07-31,288
SHIP19969,ORD19969,2025-10-11,2025-10-21,240
SHIP19970,ORD19970,2025-02-23,2025-02-25,48
SHIP19971,ORD19971,2025-09-16,2025-09-19,72
SHIP19972,ORD19972,2025-05-14,2025-05-18,96
SHIP19973,ORD19973,2026-04-10,2026-04-14,96
SHIP19974,ORD19974,2025-02-01,2025-02-13,288
SHIP19975,ORD19975,2024-08-19,2024-08-22,72
SHIP19976,ORD19976,2026-02-05,2026-02-06,24
SHIP19977,ORD19977,2025-05-20,2025-05-24,96
SHIP19978,ORD19978,2025-12-19,2025-12-30,264
SHIP19979,ORD19979,2025-07-14,2025-07-26,288
SHIP19980,ORD19980,2026-06-04,2026-06-05,24
SHIP19981,ORD19981,2026-01-09,2026-01-18,216
SHIP19982,ORD19982,2026-03-27,2026-04-03,168
SHIP19983,ORD19983,2024-09-12,2024-09-14,48
SHIP19984,ORD19984,2026-06-05,2026-06-14,216
SHIP19985,ORD19985,2024-12-06,2024-12-09,72
SHIP19986,ORD19986,2025-09-23,2025-09-30,168
SHIP19987,ORD19987,2026-04-22,2026-04-24,48
SHIP19988,ORD19988,2024-11-19,2024-11-23,96
SHIP19989,ORD19989,2024-12-23,2024-12-25,48
SHIP19990,ORD19990,2025-07-17,2025-07-21,96
SHIP19991,ORD19991,2024-08-16,2024-08-17,24
SHIP19992,ORD19992,2025-06-01,2025-06-06,120
SHIP19993,ORD19993,2025-04-27,2025-04-28,24
SHIP19994,ORD19994,2026-01-11,2026-01-15,96
SHIP19995,ORD19995,2025-11-07,2025-11-10,72
SHIP19996,ORD19996,2025-05-07,2025-05-19,288
SHIP19997,ORD19997,2025-09-12,2025-09-15,72
SHIP19998,ORD19998,2025-05-19,2025-05-29,240
SHIP19999,ORD19999,2024-11-11,2024-11-15,96
SHIP20000,ORD20000,2024-07-26,2024-07-28,48
SHIP20001,ORD20001,2024-07-22,2024-07-23,24
SHIP20002,ORD20002,2025-03-16,2025-03-18,48
SHIP20003,ORD20003,2025-08-17,2025-08-18,24
SHIP20004,ORD20004,2024-10-24,2024-11-03,240
SHIP20005,ORD20005,2024-08-14,2024-08-18,96
SHIP20006,ORD20006,2025-10-19,2025-10-25,144
SHIP20007,ORD20007,2024-08-28,2024-09-03,144
SHIP20008,ORD20008,2026-05-15,2026-05-22,168
SHIP20009,ORD20009,2025-09-03,2025-09-13,240
SHIP20010,ORD20010,2025-07-25,2025-08-03,216
SHIP20011,ORD20011,2025-07-08,2025-07-19,264
SHIP20012,ORD20012,2026-02-06,2026-02-12,144
SHIP20013,ORD20013,2025-08-20,2025-09-01,288
SHIP20014,ORD20014,2025-08-11,2025-08-22,264
SHIP20015,ORD20015,2025-01-29,2025-02-04,144
SHIP20016,ORD20016,2025-05-15,2025-05-16,24
SHIP20017,ORD20017,2024-08-05,2024-08-08,72
SHIP20018,ORD20018,2025-08-06,2025-08-15,216
SHIP20019,ORD20019,2024-10-17,2024-10-18,24
SHIP20020,ORD20020,2025-12-09,2025-12-10,24
SHIP20021,ORD20021,2025-12-13,2025-12-23,240
SHIP20022,ORD20022,2025-12-16,2025-12-17,24
SHIP20023,ORD20023,2025-11-23,2025-11-28,120
SHIP20024,ORD20024,2025-11-23,2025-12-03,240
SHIP20025,ORD20025,2025-04-29,2025-05-02,72
SHIP20026,ORD20026,2025-02-14,2025-02-16,48
SHIP20027,ORD20027,2025-06-27,2025-06-28,24
SHIP20028,ORD20028,2025-08-15,2025-08-19,96
SHIP20029,ORD20029,2024-11-04,2024-11-14,240
SHIP20030,ORD20030,2026-02-18,2026-03-02,288
SHIP20031,ORD20031,2026-02-28,2026-03-01,24
SHIP20032,ORD20032,2025-02-06,2025-02-15,216
SHIP20033,ORD20033,2026-02-23,2026-03-02,168
SHIP20034,ORD20034,2026-01-08,2026-01-20,288
SHIP20035,ORD20035,2025-05-01,2025-05-03,48
SHIP20036,ORD20036,2025-08-09,2025-08-15,144
SHIP20037,ORD20037,2025-01-24,2025-02-04,264
SHIP20038,ORD20038,2024-08-02,2024-08-03,24
SHIP20039,ORD20039,2026-05-30,2026-06-05,144
SHIP20040,ORD20040,2024-10-10,2024-10-18,192
SHIP20041,ORD20041,2026-04-29,2026-05-06,168
SHIP20042,ORD20042,2026-04-12,2026-04-20,192
SHIP20043,ORD20043,2025-05-18,2025-05-22,96
SHIP20044,ORD20044,2025-03-01,2025-03-09,192
SHIP20045,ORD20045,2025-08-14,2025-08-25,264
