Target_ID,Shipment_ID,Disruption_Status
TAR22674,SHIP22674,No
TAR22675,SHIP22675,No
TAR22676,SHIP22676,No
TAR22677,SHIP22677,Yes
TAR22678,SHIP22678,Yes
TAR22679,SHIP22679,No
TAR22680,SHIP22680,No
TAR22681,SHIP22681,No
TAR22682,SHIP22682,No
TAR22683,SHIP22683,No
TAR22684,SHIP22684,No
TAR22685,SHIP22685,No
TAR22686,SHIP22686,No
TAR22687,SHIP22687,Yes
TAR22688,SHIP22688,Yes
TAR22689,SHIP22689,No
TAR22690,SHIP22690,Yes
TAR22691,SHIP22691,Yes
TAR22692,SHIP22692,Yes
TAR22693,SHIP22693,No
TAR22694,SHIP22694,No
TAR22695,SHIP22695,Yes
TAR22696,SHIP22696,No
TAR22697,SHIP22697,No
TAR22698,SHIP22698,No
TAR22699,SHIP22699,Yes
TAR22700,SHIP22700,No
TAR22701,SHIP22701,Yes
TAR22702,SHIP22702,No
TAR22703,SHIP22703,Yes
TAR22704,SHIP22704,Yes
TAR22705,SHIP22705,No
TAR22706,SHIP22706,Yes
TAR22707,SHIP22707,No
TAR22708,SHIP22708,No
TAR22709,SHIP22709,No
TAR22710,SHIP22710,Yes
TAR22711,SHIP22711,No
TAR22712,SHIP22712,Yes
TAR22713,SHIP22713,No
TAR22714,SHIP22714,No
TAR22715,SHIP22715,No
TAR22716,SHIP22716,No
TAR22717,SHIP22717,No
TAR22718,SHIP22718,No
TAR22719,SHIP22719,No
TAR22720,SHIP22720,No
TAR22721,SHIP22721,No
TAR22722,SHIP22722,Yes
TAR22723,SHIP22723,No
TAR22724,SHIP22724,No
TAR22725,SHIP22725,Yes
TAR22726,SHIP22726,Yes
TAR22727,SHIP22727,No
TAR22728,SHIP22728,No
TAR22729,SHIP22729,No
TAR22730,SHIP22730,No
TAR22731,SHIP22731,No
TAR22732,SHIP22732,Yes
TAR22733,SHIP22733,No
TAR22734,SHIP22734,No
TAR22735,SHIP22735,No
TAR22736,SHIP22736,Yes
TAR22737,SHIP22737,No
TAR22738,SHIP22738,Yes
TAR22739,SHIP22739,No
TAR22740,SHIP22740,No
TAR22741,SHIP22741,No
TAR22742,SHIP22742,No
TAR22743,SHIP22743,No
TAR22744,SHIP22744,No
TAR22745,SHIP22745,No
TAR22746,SHIP22746,No
TAR22747,SHIP22747,No
TAR22748,SHIP22748,No
TAR22749,SHIP22749,No
TAR22750,SHIP22750,No
TAR22751,SHIP22751,Yes
TAR22752,SHIP22752,No
TAR22753,SHIP22753,Yes
TAR22754,SHIP22754,No
TAR22755,SHIP22755,No
TAR22756,SHIP22756,Yes
TAR22757,SHIP22757,Yes
TAR22758,SHIP22758,No
TAR22759,SHIP22759,No
TAR22760,SHIP22760,No
TAR22761,SHIP22761,No
TAR22762,SHIP22762,Yes
TAR22763,SHIP22763,Yes
TAR22764,SHIP22764,No
TAR22765,SHIP22765,No
TAR22766,SHIP22766,Yes
TAR22767,SHIP22767,Yes
TAR22768,SHIP22768,No
TAR22769,SHIP22769,No
TAR22770,SHIP22770,Yes
TAR22771,SHIP22771,No
TAR22772,SHIP22772,No
TAR22773,SHIP22773,No
TAR22774,SHIP22774,No
TAR22775,SHIP22775,Yes
TAR22776,SHIP22776,No
TAR22777,SHIP22777,No
TAR22778,SHIP22778,No
TAR22779,SHIP22779,Yes
TAR22780,SHIP22780,Yes
TAR22781,SHIP22781,Yes
TAR22782,SHIP22782,No
TAR22783,SHIP22783,No
TAR22784,SHIP22784,Yes
TAR22785,SHIP22785,No
TAR22786,SHIP22786,No
TAR22787,SHIP22787,No
TAR22788,SHIP22788,No
TAR22789,SHIP22789,Yes
TAR22790,SHIP22790,Yes
TAR22791,SHIP22791,No
TAR22792,SHIP22792,No
TAR22793,SHIP22793,No
TAR22794,SHIP22794,No
TAR22795,SHIP22795,No
TAR22796,SHIP22796,No
TAR22797,SHIP22797,No
TAR22798,SHIP22798,No
TAR22799,SHIP22799,No
TAR22800,SHIP22800,Yes
TAR22801,SHIP22801,Yes
TAR22802,SHIP22802,No
TAR22803,SHIP22803,No
TAR22804,SHIP22804,No
TAR22805,SHIP22805,No
TAR22806,SHIP22806,No
TAR22807,SHIP22807,No
TAR22808,SHIP22808,No
TAR22809,SHIP22809,Yes
TAR22810,SHIP22810,Yes
TAR22811,SHIP22811,Yes
TAR22812,SHIP22812,Yes
TAR22813,SHIP22813,Yes
TAR22814,SHIP22814,No
TAR22815,SHIP22815,Yes
TAR22816,SHIP22816,No
TAR22817,SHIP22817,Yes
TAR22818,SHIP22818,No
TAR22819,SHIP22819,No
TAR22820,SHIP22820,No
TAR22821,SHIP22821,Yes
TAR22822,SHIP22822,No
TAR22823,SHIP22823,No
TAR22824,SHIP22824,No
TAR22825,SHIP22825,Yes
TAR22826,SHIP22826,No
TAR22827,SHIP22827,No
TAR22828,SHIP22828,No
TAR22829,SHIP22829,No
TAR22830,SHIP22830,Yes
TAR22831,SHIP22831,Yes
TAR22832,SHIP22832,No
TAR22833,SHIP22833,Yes
TAR22834,SHIP22834,Yes
TAR22835,SHIP22835,No
TAR22836,SHIP22836,No
TAR22837,SHIP22837,No
TAR22838,SHIP22838,No
TAR22839,SHIP22839,No
TAR22840,SHIP22840,No
TAR22841,SHIP22841,No
TAR22842,SHIP22842,No
TAR22843,SHIP22843,Yes
TAR22844,SHIP22844,No
TAR22845,SHIP22845,No
TAR22846,SHIP22846,Yes
TAR22847,SHIP22847,Yes
TAR22848,SHIP22848,No
TAR22849,SHIP22849,Yes
TAR22850,SHIP22850,No
TAR22851,SHIP22851,No
TAR22852,SHIP22852,Yes
TAR22853,SHIP22853,Yes
TAR22854,SHIP22854,No
TAR22855,SHIP22855,Yes
TAR22856,SHIP22856,Yes
TAR22857,SHIP22857,No
TAR22858,SHIP22858,Yes
TAR22859,SHIP22859,Yes
TAR22860,SHIP22860,No
TAR22861,SHIP22861,No
TAR22862,SHIP22862,No
TAR22863,SHIP22863,No
TAR22864,SHIP22864,No
TAR22865,SHIP22865,Yes
TAR22866,SHIP22866,Yes
TAR22867,SHIP22867,Yes
TAR22868,SHIP22868,No
TAR22869,SHIP22869,No
TAR22870,SHIP22870,No
TAR22871,SHIP22871,No
TAR22872,SHIP22872,No
TAR22873,SHIP22873,No
TAR22874,SHIP22874,Yes
TAR22875,SHIP22875,Yes
TAR22876,SHIP22876,Yes
TAR22877,SHIP22877,Yes
TAR22878,SHIP22878,No
TAR22879,SHIP22879,Yes
TAR22880,SHIP22880,No
TAR22881,SHIP22881,Yes
TAR22882,SHIP22882,Yes
TAR22883,SHIP22883,Yes
TAR22884,SHIP22884,Yes
TAR22885,SHIP22885,Yes
TAR22886,SHIP22886,Yes
TAR22887,SHIP22887,No
TAR22888,SHIP22888,No
TAR22889,SHIP22889,No
TAR22890,SHIP22890,Yes
TAR22891,SHIP22891,No
TAR22892,SHIP22892,No
TAR22893,SHIP22893,No
TAR22894,SHIP22894,No
TAR22895,SHIP22895,No
TAR22896,SHIP22896,No
TAR22897,SHIP22897,No
TAR22898,SHIP22898,No
TAR22899,SHIP22899,No
TAR22900,SHIP22900,No
TAR22901,SHIP22901,No
TAR22902,SHIP22902,Yes
TAR22903,SHIP22903,No
TAR22904,SHIP22904,No
TAR22905,SHIP22905,Yes
TAR22906,SHIP22906,Yes
TAR22907,SHIP22907,No
TAR22908,SHIP22908,No
TAR22909,SHIP22909,No
TAR22910,SHIP22910,No
TAR22911,SHIP22911,Yes
TAR22912,SHIP22912,No
TAR22913,SHIP22913,Yes
TAR22914,SHIP22914,Yes
TAR22915,SHIP22915,Yes
TAR22916,SHIP22916,No
TAR22917,SHIP22917,No
TAR22918,SHIP22918,No
TAR22919,SHIP22919,No
TAR22920,SHIP22920,Yes
TAR22921,SHIP22921,No
TAR22922,SHIP22922,No
TAR22923,SHIP22923,No
TAR22924,SHIP22924,Yes
TAR22925,SHIP22925,Yes
TAR22926,SHIP22926,No
TAR22927,SHIP22927,Yes
TAR22928,SHIP22928,Yes
TAR22929,SHIP22929,Yes
TAR22930,SHIP22930,No
TAR22931,SHIP22931,No
TAR22932,SHIP22932,Yes
TAR22933,SHIP22933,Yes
TAR22934,SHIP22934,Yes
TAR22935,SHIP22935,Yes
TAR22936,SHIP22936,Yes
TAR22937,SHIP22937,Yes
TAR22938,SHIP22938,No
TAR22939,SHIP22939,Yes
TAR22940,SHIP22940,Yes
TAR22941,SHIP22941,No
TAR22942,SHIP22942,Yes
TAR22943,SHIP22943,No
TAR22944,SHIP22944,No
TAR22945,SHIP22945,No
TAR22946,SHIP22946,No
TAR22947,SHIP22947,No
TAR22948,SHIP22948,Yes
TAR22949,SHIP22949,Yes
TAR22950,SHIP22950,No
TAR22951,SHIP22951,Yes
TAR22952,SHIP22952,Yes
TAR22953,SHIP22953,No
TAR22954,SHIP22954,No
TAR22955,SHIP22955,No
TAR22956,SHIP22956,No
TAR22957,SHIP22957,No
TAR22958,SHIP22958,No
TAR22959,SHIP22959,No
TAR22960,SHIP22960,Yes
TAR22961,SHIP22961,No
TAR22962,SHIP22962,No
TAR22963,SHIP22963,Yes
TAR22964,SHIP22964,No
TAR22965,SHIP22965,No
TAR22966,SHIP22966,No
TAR22967,SHIP22967,No
TAR22968,SHIP22968,Yes
TAR22969,SHIP22969,No
TAR22970,SHIP22970,No
TAR22971,SHIP22971,No
TAR22972,SHIP22972,No
TAR22973,SHIP22973,No
TAR22974,SHIP22974,Yes
TAR22975,SHIP22975,No
TAR22976,SHIP22976,No
TAR22977,SHIP22977,Yes
TAR22978,SHIP22978,No
TAR22979,SHIP22979,No
TAR22980,SHIP22980,Yes
TAR22981,SHIP22981,No
TAR22982,SHIP22982,Yes
TAR22983,SHIP22983,Yes
TAR22984,SHIP22984,No
TAR22985,SHIP22985,No
TAR22986,SHIP22986,No
TAR22987,SHIP22987,Yes
TAR22988,SHIP22988,No
TAR22989,SHIP22989,Yes
TAR22990,SHIP22990,No
TAR22991,SHIP22991,No
TAR22992,SHIP22992,No
TAR22993,SHIP22993,Yes
TAR22994,SHIP22994,No
TAR22995,SHIP22995,No
TAR22996,SHIP22996,Yes
TAR22997,SHIP22997,No
TAR22998,SHIP22998,No
TAR22999,SHIP22999,No
TAR23000,SHIP23000,No
TAR23001,SHIP23001,No
TAR23002,SHIP23002,No
TAR23003,SHIP23003,Yes
TAR23004,SHIP23004,Yes
TAR23005,SHIP23005,Yes
TAR23006,SHIP23006,No
TAR23007,SHIP23007,No
TAR23008,SHIP23008,No
TAR23009,SHIP23009,No
TAR23010,SHIP23010,No
TAR23011,SHIP23011,Yes
TAR23012,SHIP23012,No
TAR23013,SHIP23013,Yes
TAR23014,SHIP23014,Yes
TAR23015,SHIP23015,Yes
TAR23016,SHIP23016,No
TAR23017,SHIP23017,No
TAR23018,SHIP23018,No
TAR23019,SHIP23019,Yes
TAR23020,SHIP23020,Yes
TAR23021,SHIP23021,Yes
TAR23022,SHIP23022,Yes
TAR23023,SHIP23023,No
TAR23024,SHIP23024,No
TAR23025,SHIP23025,No
TAR23026,SHIP23026,No
TAR23027,SHIP23027,Yes
TAR23028,SHIP23028,No
TAR23029,SHIP23029,No
TAR23030,SHIP23030,No
TAR23031,SHIP23031,No
TAR23032,SHIP23032,No
TAR23033,SHIP23033,Yes
TAR23034,SHIP23034,No
TAR23035,SHIP23035,Yes
TAR23036,SHIP23036,No
TAR23037,SHIP23037,No
TAR23038,SHIP23038,No
TAR23039,SHIP23039,No
TAR23040,SHIP23040,Yes
TAR23041,SHIP23041,No
TAR23042,SHIP23042,No
TAR23043,SHIP23043,Yes
TAR23044,SHIP23044,No
TAR23045,SHIP23045,No
TAR23046,SHIP23046,No
TAR23047,SHIP23047,Yes
TAR23048,SHIP23048,No
TAR23049,SHIP23049,Yes
TAR23050,SHIP23050,No
TAR23051,SHIP23051,No
TAR23052,SHIP23052,No
TAR23053,SHIP23053,Yes
TAR23054,SHIP23054,No
TAR23055,SHIP23055,No
TAR23056,SHIP23056,No
TAR23057,SHIP23057,No
TAR23058,SHIP23058,No
TAR23059,SHIP23059,Yes
TAR23060,SHIP23060,No
TAR23061,SHIP23061,No
TAR23062,SHIP23062,No
TAR23063,SHIP23063,No
TAR23064,SHIP23064,Yes
TAR23065,SHIP23065,No
TAR23066,SHIP23066,Yes
TAR23067,SHIP23067,No
TAR23068,SHIP23068,Yes
TAR23069,SHIP23069,No
TAR23070,SHIP23070,No
TAR23071,SHIP23071,Yes
TAR23072,SHIP23072,No
TAR23073,SHIP23073,No
TAR23074,SHIP23074,Yes
TAR23075,SHIP23075,Yes
TAR23076,SHIP23076,No
TAR23077,SHIP23077,Yes
TAR23078,SHIP23078,No
TAR23079,SHIP23079,No
TAR23080,SHIP23080,No
TAR23081,SHIP23081,No
TAR23082,SHIP23082,Yes
TAR23083,SHIP23083,No
TAR23084,SHIP23084,Yes
TAR23085,SHIP23085,No
TAR23086,SHIP23086,No
TAR23087,SHIP23087,No
TAR23088,SHIP23088,Yes
TAR23089,SHIP23089,No
TAR23090,SHIP23090,Yes
TAR23091,SHIP23091,No
TAR23092,SHIP23092,No
TAR23093,SHIP23093,Yes
TAR23094,SHIP23094,No
TAR23095,SHIP23095,No
TAR23096,SHIP23096,Yes
TAR23097,SHIP23097,Yes
TAR23098,SHIP23098,Yes
TAR23099,SHIP23099,Yes
TAR23100,SHIP23100,No
TAR23101,SHIP23101,No
TAR23102,SHIP23102,Yes
TAR23103,SHIP23103,No
TAR23104,SHIP23104,No
TAR23105,SHIP23105,Yes
TAR23106,SHIP23106,No
TAR23107,SHIP23107,No
TAR23108,SHIP23108,No
TAR23109,SHIP23109,No
TAR23110,SHIP23110,No
TAR23111,SHIP23111,No
TAR23112,SHIP23112,No
TAR23113,SHIP23113,Yes
TAR23114,SHIP23114,No
TAR23115,SHIP23115,No
TAR23116,SHIP23116,No
TAR23117,SHIP23117,Yes
TAR23118,SHIP23118,No
TAR23119,SHIP23119,No
TAR23120,SHIP23120,No
TAR23121,SHIP23121,No
TAR23122,SHIP23122,No
TAR23123,SHIP23123,No
TAR23124,SHIP23124,Yes
TAR23125,SHIP23125,Yes
TAR23126,SHIP23126,No
TAR23127,SHIP23127,Yes
TAR23128,SHIP23128,No
TAR23129,SHIP23129,No
TAR23130,SHIP23130,No
TAR23131,SHIP23131,No
TAR23132,SHIP23132,No
TAR23133,SHIP23133,Yes
TAR23134,SHIP23134,Yes
TAR23135,SHIP23135,No
TAR23136,SHIP23136,No
TAR23137,SHIP23137,Yes
TAR23138,SHIP23138,No
TAR23139,SHIP23139,Yes
TAR23140,SHIP23140,No
TAR23141,SHIP23141,No
TAR23142,SHIP23142,No
TAR23143,SHIP23143,Yes
TAR23144,SHIP23144,No
TAR23145,SHIP23145,No
TAR23146,SHIP23146,No
TAR23147,SHIP23147,No
TAR23148,SHIP23148,Yes
TAR23149,SHIP23149,No
TAR23150,SHIP23150,Yes
TAR23151,SHIP23151,Yes
TAR23152,SHIP23152,No
TAR23153,SHIP23153,No
TAR23154,SHIP23154,No
TAR23155,SHIP23155,No
TAR23156,SHIP23156,Yes
TAR23157,SHIP23157,No
TAR23158,SHIP23158,No
TAR23159,SHIP23159,No
TAR23160,SHIP23160,Yes
TAR23161,SHIP23161,No
TAR23162,SHIP23162,No
TAR23163,SHIP23163,No
TAR23164,SHIP23164,Yes
TAR23165,SHIP23165,Yes
TAR23166,SHIP23166,Yes
TAR23167,SHIP23167,Yes
TAR23168,SHIP23168,No
TAR23169,SHIP23169,No
TAR23170,SHIP23170,Yes
TAR23171,SHIP23171,No
TAR23172,SHIP23172,No
TAR23173,SHIP23173,No
TAR23174,SHIP23174,No
TAR23175,SHIP23175,No
TAR23176,SHIP23176,Yes
TAR23177,SHIP23177,No
TAR23178,SHIP23178,Yes
TAR23179,SHIP23179,No
TAR23180,SHIP23180,Yes
TAR23181,SHIP23181,Yes
TAR23182,SHIP23182,No
TAR23183,SHIP23183,No
TAR23184,SHIP23184,No
TAR23185,SHIP23185,No
TAR23186,SHIP23186,No
TAR23187,SHIP23187,Yes
TAR23188,SHIP23188,Yes
TAR23189,SHIP23189,No
TAR23190,SHIP23190,No
TAR23191,SHIP23191,Yes
TAR23192,SHIP23192,Yes
TAR23193,SHIP23193,Yes
TAR23194,SHIP23194,Yes
TAR23195,SHIP23195,Yes
TAR23196,SHIP23196,Yes
TAR23197,SHIP23197,No
TAR23198,SHIP23198,Yes
TAR23199,SHIP23199,No
TAR23200,SHIP23200,Yes
TAR23201,SHIP23201,No
TAR23202,SHIP23202,Yes
TAR23203,SHIP23203,No
TAR23204,SHIP23204,No
TAR23205,SHIP23205,No
TAR23206,SHIP23206,No
TAR23207,SHIP23207,No
TAR23208,SHIP23208,Yes
TAR23209,SHIP23209,No
TAR23210,SHIP23210,No
TAR23211,SHIP23211,No
TAR23212,SHIP23212,No
TAR23213,SHIP23213,No
TAR23214,SHIP23214,No
TAR23215,SHIP23215,Yes
TAR23216,SHIP23216,Yes
TAR23217,SHIP23217,No
TAR23218,SHIP23218,No
TAR23219,SHIP23219,No
TAR23220,SHIP23220,No
TAR23221,SHIP23221,No
TAR23222,SHIP23222,Yes
TAR23223,SHIP23223,No
TAR23224,SHIP23224,No
TAR23225,SHIP23225,Yes
TAR23226,SHIP23226,No
TAR23227,SHIP23227,No
TAR23228,SHIP23228,Yes
TAR23229,SHIP23229,Yes
TAR23230,SHIP23230,No
TAR23231,SHIP23231,Yes
TAR23232,SHIP23232,No
TAR23233,SHIP23233,No
TAR23234,SHIP23234,Yes
TAR23235,SHIP23235,No
TAR23236,SHIP23236,No
TAR23237,SHIP23237,Yes
TAR23238,SHIP23238,Yes
TAR23239,SHIP23239,No
TAR23240,SHIP23240,No
TAR23241,SHIP23241,Yes
TAR23242,SHIP23242,Yes
TAR23243,SHIP23243,No
TAR23244,SHIP23244,No
TAR23245,SHIP23245,Yes
TAR23246,SHIP23246,No
TAR23247,SHIP23247,Yes
TAR23248,SHIP23248,Yes
TAR23249,SHIP23249,Yes
TAR23250,SHIP23250,No
TAR23251,SHIP23251,Yes
TAR23252,SHIP23252,No
TAR23253,SHIP23253,No
TAR23254,SHIP23254,Yes
TAR23255,SHIP23255,No
TAR23256,SHIP23256,Yes
TAR23257,SHIP23257,No
TAR23258,SHIP23258,Yes
TAR23259,SHIP23259,No
TAR23260,SHIP23260,Yes
TAR23261,SHIP23261,No
TAR23262,SHIP23262,Yes
TAR23263,SHIP23263,Yes
TAR23264,SHIP23264,Yes
TAR23265,SHIP23265,No
TAR23266,SHIP23266,No
TAR23267,SHIP23267,No
TAR23268,SHIP23268,Yes
TAR23269,SHIP23269,No
TAR23270,SHIP23270,No
TAR23271,SHIP23271,Yes
TAR23272,SHIP23272,Yes
TAR23273,SHIP23273,Yes
TAR23274,SHIP23274,Yes
TAR23275,SHIP23275,No
TAR23276,SHIP23276,Yes
TAR23277,SHIP23277,Yes
TAR23278,SHIP23278,No
TAR23279,SHIP23279,No
TAR23280,SHIP23280,Yes
TAR23281,SHIP23281,No
TAR23282,SHIP23282,Yes
TAR23283,SHIP23283,No
TAR23284,SHIP23284,No
TAR23285,SHIP23285,No
TAR23286,SHIP23286,No
TAR23287,SHIP23287,No
TAR23288,SHIP23288,Yes
TAR23289,SHIP23289,Yes
TAR23290,SHIP23290,No
TAR23291,SHIP23291,Yes
TAR23292,SHIP23292,No
TAR23293,SHIP23293,No
TAR23294,SHIP23294,No
TAR23295,SHIP23295,Yes
TAR23296,SHIP23296,No
TAR23297,SHIP23297,Yes
TAR23298,SHIP23298,No
TAR23299,SHIP23299,Yes
TAR23300,SHIP23300,Yes
TAR23301,SHIP23301,Yes
TAR23302,SHIP23302,No
TAR23303,SHIP23303,No
TAR23304,SHIP23304,Yes
TAR23305,SHIP23305,Yes
TAR23306,SHIP23306,Yes
TAR23307,SHIP23307,Yes
TAR23308,SHIP23308,No
TAR23309,SHIP23309,No
TAR23310,SHIP23310,Yes
TAR23311,SHIP23311,Yes
TAR23312,SHIP23312,No
TAR23313,SHIP23313,No
TAR23314,SHIP23314,Yes
TAR23315,SHIP23315,No
TAR23316,SHIP23316,No
TAR23317,SHIP23317,No
TAR23318,SHIP23318,No
TAR23319,SHIP23319,No
TAR23320,SHIP23320,No
TAR23321,SHIP23321,Yes
TAR23322,SHIP23322,No
TAR23323,SHIP23323,No
TAR23324,SHIP23324,No
TAR23325,SHIP23325,Yes
TAR23326,SHIP23326,No
TAR23327,SHIP23327,No
TAR23328,SHIP23328,No
TAR23329,SHIP23329,No
TAR23330,SHIP23330,No
TAR23331,SHIP23331,No
TAR23332,SHIP23332,No
TAR23333,SHIP23333,Yes
TAR23334,SHIP23334,No
TAR23335,SHIP23335,No
TAR23336,SHIP23336,Yes
TAR23337,SHIP23337,Yes
TAR23338,SHIP23338,No
TAR23339,SHIP23339,Yes
TAR23340,SHIP23340,No
TAR23341,SHIP23341,No
TAR23342,SHIP23342,No
TAR23343,SHIP23343,No
TAR23344,SHIP23344,Yes
TAR23345,SHIP23345,No
TAR23346,SHIP23346,Yes
TAR23347,SHIP23347,No
TAR23348,SHIP23348,No
TAR23349,SHIP23349,No
TAR23350,SHIP23350,Yes
TAR23351,SHIP23351,No
TAR23352,SHIP23352,Yes
TAR23353,SHIP23353,No
TAR23354,SHIP23354,No
TAR23355,SHIP23355,No
TAR23356,SHIP23356,No
TAR23357,SHIP23357,Yes
TAR23358,SHIP23358,Yes
TAR23359,SHIP23359,No
TAR23360,SHIP23360,No
TAR23361,SHIP23361,Yes
TAR23362,SHIP23362,No
TAR23363,SHIP23363,No
TAR23364,SHIP23364,No
TAR23365,SHIP23365,No
TAR23366,SHIP23366,No
TAR23367,SHIP23367,No
TAR23368,SHIP23368,No
TAR23369,SHIP23369,No
TAR23370,SHIP23370,No
TAR23371,SHIP23371,No
TAR23372,SHIP23372,No
TAR23373,SHIP23373,Yes
TAR23374,SHIP23374,Yes
TAR23375,SHIP23375,No
TAR23376,SHIP23376,Yes
TAR23377,SHIP23377,Yes
TAR23378,SHIP23378,No
TAR23379,SHIP23379,No
TAR23380,SHIP23380,Yes
TAR23381,SHIP23381,No
TAR23382,SHIP23382,No
TAR23383,SHIP23383,Yes
TAR23384,SHIP23384,No
TAR23385,SHIP23385,Yes
TAR23386,SHIP23386,Yes
TAR23387,SHIP23387,No
TAR23388,SHIP23388,Yes
TAR23389,SHIP23389,No
TAR23390,SHIP23390,No
TAR23391,SHIP23391,Yes
TAR23392,SHIP23392,No
TAR23393,SHIP23393,No
TAR23394,SHIP23394,Yes
TAR23395,SHIP23395,No
TAR23396,SHIP23396,No
TAR23397,SHIP23397,No
TAR23398,SHIP23398,Yes
TAR23399,SHIP23399,No
TAR23400,SHIP23400,Yes
TAR23401,SHIP23401,Yes
TAR23402,SHIP23402,No
TAR23403,SHIP23403,No
TAR23404,SHIP23404,No
TAR23405,SHIP23405,Yes
TAR23406,SHIP23406,Yes
TAR23407,SHIP23407,No
TAR23408,SHIP23408,Yes
TAR23409,SHIP23409,No
TAR23410,SHIP23410,No
TAR23411,SHIP23411,Yes
TAR23412,SHIP23412,Yes
TAR23413,SHIP23413,Yes
TAR23414,SHIP23414,No
TAR23415,SHIP23415,Yes
TAR23416,SHIP23416,Yes
TAR23417,SHIP23417,No
TAR23418,SHIP23418,No
TAR23419,SHIP23419,No
TAR23420,SHIP23420,No
TAR23421,SHIP23421,No
TAR23422,SHIP23422,No
TAR23423,SHIP23423,Yes
TAR23424,SHIP23424,Yes
TAR23425,SHIP23425,No
TAR23426,SHIP23426,Yes
TAR23427,SHIP23427,No
TAR23428,SHIP23428,No
TAR23429,SHIP23429,Yes
TAR23430,SHIP23430,No
TAR23431,SHIP23431,No
TAR23432,SHIP23432,No
TAR23433,SHIP23433,No
TAR23434,SHIP23434,Yes
TAR23435,SHIP23435,No
TAR23436,SHIP23436,Yes
TAR23437,SHIP23437,No
TAR23438,SHIP23438,No
TAR23439,SHIP23439,No
TAR23440,SHIP23440,Yes
TAR23441,SHIP23441,Yes
TAR23442,SHIP23442,No
TAR23443,SHIP23443,Yes
TAR23444,SHIP23444,No
TAR23445,SHIP23445,No
TAR23446,SHIP23446,Yes
TAR23447,SHIP23447,Yes
TAR23448,SHIP23448,Yes
TAR23449,SHIP23449,No
TAR23450,SHIP23450,No
TAR23451,SHIP23451,No
TAR23452,SHIP23452,Yes
TAR23453,SHIP23453,Yes
TAR23454,SHIP23454,No
TAR23455,SHIP23455,Yes
TAR23456,SHIP23456,No
TAR23457,SHIP23457,Yes
TAR23458,SHIP23458,No
TAR23459,SHIP23459,No
TAR23460,SHIP23460,Yes
TAR23461,SHIP23461,No
TAR23462,SHIP23462,Yes
TAR23463,SHIP23463,Yes
TAR23464,SHIP23464,No
TAR23465,SHIP23465,No
TAR23466,SHIP23466,No
TAR23467,SHIP23467,No
TAR23468,SHIP23468,No
TAR23469,SHIP23469,No
TAR23470,SHIP23470,Yes
TAR23471,SHIP23471,Yes
TAR23472,SHIP23472,No
TAR23473,SHIP23473,No
TAR23474,SHIP23474,No
TAR23475,SHIP23475,No
TAR23476,SHIP23476,Yes
TAR23477,SHIP23477,Yes
TAR23478,SHIP23478,No
TAR23479,SHIP23479,No
TAR23480,SHIP23480,No
TAR23481,SHIP23481,No
TAR23482,SHIP23482,Yes
TAR23483,SHIP23483,No
TAR23484,SHIP23484,No
TAR23485,SHIP23485,No
TAR23486,SHIP23486,No
TAR23487,SHIP23487,Yes
TAR23488,SHIP23488,No
TAR23489,SHIP23489,No
TAR23490,SHIP23490,No
TAR23491,SHIP23491,No
TAR23492,SHIP23492,Yes
TAR23493,SHIP23493,No
TAR23494,SHIP23494,No
TAR23495,SHIP23495,No
TAR23496,SHIP23496,No
TAR23497,SHIP23497,No
TAR23498,SHIP23498,No
TAR23499,SHIP23499,Yes
TAR23500,SHIP23500,Yes
TAR23501,SHIP23501,No
TAR23502,SHIP23502,No
TAR23503,SHIP23503,No
TAR23504,SHIP23504,Yes
TAR23505,SHIP23505,No
TAR23506,SHIP23506,Yes
TAR23507,SHIP23507,Yes
TAR23508,SHIP23508,Yes
TAR23509,SHIP23509,No
TAR23510,SHIP23510,No
TAR23511,SHIP23511,No
TAR23512,SHIP23512,No
TAR23513,SHIP23513,No
TAR23514,SHIP23514,No
TAR23515,SHIP23515,No
TAR23516,SHIP23516,Yes
TAR23517,SHIP23517,No
TAR23518,SHIP23518,Yes
TAR23519,SHIP23519,No
TAR23520,SHIP23520,No
TAR23521,SHIP23521,No
TAR23522,SHIP23522,No
TAR23523,SHIP23523,Yes
TAR23524,SHIP23524,No
TAR23525,SHIP23525,Yes
TAR23526,SHIP23526,No
TAR23527,SHIP23527,No
TAR23528,SHIP23528,No
TAR23529,SHIP23529,No
TAR23530,SHIP23530,No
TAR23531,SHIP23531,No
TAR23532,SHIP23532,Yes
TAR23533,SHIP23533,Yes
TAR23534,SHIP23534,No
TAR23535,SHIP23535,No
TAR23536,SHIP23536,No
TAR23537,SHIP23537,No
TAR23538,SHIP23538,Yes
TAR23539,SHIP23539,No
TAR23540,SHIP23540,Yes
TAR23541,SHIP23541,No
TAR23542,SHIP23542,Yes
TAR23543,SHIP23543,No
TAR23544,SHIP23544,No
TAR23545,SHIP23545,No
TAR23546,SHIP23546,No
TAR23547,SHIP23547,Yes
TAR23548,SHIP23548,No
TAR23549,SHIP23549,No
TAR23550,SHIP23550,Yes
TAR23551,SHIP23551,Yes
TAR23552,SHIP23552,Yes
TAR23553,SHIP23553,No
TAR23554,SHIP23554,No
TAR23555,SHIP23555,No
TAR23556,SHIP23556,Yes
TAR23557,SHIP23557,No
TAR23558,SHIP23558,No
TAR23559,SHIP23559,No
TAR23560,SHIP23560,No
TAR23561,SHIP23561,Yes
TAR23562,SHIP23562,Yes
