Transport_ID,Shipment_ID,Transport_Mode,Route_Distance,Fuel_Cost
TR28924,SHIP28924,Rail,648,3536.7
TR28925,SHIP28925,Truck,1109,13196.88
TR28926,SHIP28926,Rail,1560,7217.39
TR28927,SHIP28927,Air,4058,112760.17
TR28928,SHIP28928,Truck,1071,10175.42
TR28929,SHIP28929,Truck,207,2200.67
TR28930,SHIP28930,Ship,6092,21553.25
TR28931,SHIP28931,Truck,376,4090.06
TR28932,SHIP28932,Truck,357,3939.08
TR28933,SHIP28933,Rail,608,3004.97
TR28934,SHIP28934,Truck,729,8779.81
TR28935,SHIP28935,Truck,406,5198.54
TR28936,SHIP28936,Rail,1468,9814.44
TR28937,SHIP28937,Ship,6928,27805.13
TR28938,SHIP28938,Ship,5006,14494.25
TR28939,SHIP28939,Truck,1015,11334.27
TR28940,SHIP28940,Truck,559,5860.96
TR28941,SHIP28941,Rail,323,1654.29
TR28942,SHIP28942,Rail,336,2064.59
TR28943,SHIP28943,Rail,1191,6867.54
TR28944,SHIP28944,Truck,1177,12911.9
TR28945,SHIP28945,Truck,674,7780.87
TR28946,SHIP28946,Rail,340,2010.57
TR28947,SHIP28947,Rail,2482,13686.99
TR28948,SHIP28948,Ship,4633,20712.9
TR28949,SHIP28949,Air,3568,120731.8
TR28950,SHIP28950,Air,1280,40662.43
TR28951,SHIP28951,Ship,4993,11974.85
TR28952,SHIP28952,Air,3474,86537.74
TR28953,SHIP28953,Ship,6992,16202.77
TR28954,SHIP28954,Truck,645,7585.07
TR28955,SHIP28955,Air,2989,104467.34
TR28956,SHIP28956,Air,2311,79682.89
TR28957,SHIP28957,Rail,2027,12691.67
TR28958,SHIP28958,Truck,870,10956.14
TR28959,SHIP28959,Ship,1844,6551.66
TR28960,SHIP28960,Ship,5222,16916.22
TR28961,SHIP28961,Truck,745,7351.36
TR28962,SHIP28962,Ship,1727,5913.65
TR28963,SHIP28963,Truck,178,1785.46
TR28964,SHIP28964,Air,1358,32932.48
TR28965,SHIP28965,Ship,1160,2397.35
TR28966,SHIP28966,Truck,770,8419.48
TR28967,SHIP28967,Air,3362,116385.99
TR28968,SHIP28968,Rail,2393,9576.25
TR28969,SHIP28969,Air,4240,126389.48
TR28970,SHIP28970,Truck,169,1673.34
TR28971,SHIP28971,Truck,473,5889.04
TR28972,SHIP28972,Air,4694,153481.53
TR28973,SHIP28973,Truck,183,2283.56
TR28974,SHIP28974,Truck,70,818.62
TR28975,SHIP28975,Rail,2205,12002.86
TR28976,SHIP28976,Ship,3888,15831.08
TR28977,SHIP28977,Rail,380,2124.79
TR28978,SHIP28978,Truck,547,4989.35
TR28979,SHIP28979,Truck,167,1911.89
TR28980,SHIP28980,Truck,998,12950.53
TR28981,SHIP28981,Truck,484,5291.93
TR28982,SHIP28982,Truck,215,2052.45
TR28983,SHIP28983,Truck,299,3573.24
TR28984,SHIP28984,Truck,234,2414.1
TR28985,SHIP28985,Rail,703,3911.83
TR28986,SHIP28986,Truck,315,2872.82
TR28987,SHIP28987,Truck,863,9309.6
TR28988,SHIP28988,Truck,295,2796.02
TR28989,SHIP28989,Truck,976,11610.17
TR28990,SHIP28990,Rail,1389,6447.14
TR28991,SHIP28991,Truck,414,5266.71
TR28992,SHIP28992,Truck,1015,13105.55
TR28993,SHIP28993,Ship,2548,6263.6
TR28994,SHIP28994,Rail,1311,6805.92
TR28995,SHIP28995,Ship,6516,22251.13
TR28996,SHIP28996,Truck,92,999.61
TR28997,SHIP28997,Rail,604,3096.62
TR28998,SHIP28998,Truck,117,1511.96
TR28999,SHIP28999,Truck,932,8403.39
TR29000,SHIP29000,Ship,3374,7087.4
TR29001,SHIP29001,Rail,2288,11129.98
TR29002,SHIP29002,Truck,404,4385.79
TR29003,SHIP29003,Air,2386,61430.74
TR29004,SHIP29004,Truck,893,9209.18
TR29005,SHIP29005,Truck,112,1251.49
TR29006,SHIP29006,Truck,1043,11886.81
TR29007,SHIP29007,Ship,3188,10537.59
TR29008,SHIP29008,Rail,1863,12901.94
TR29009,SHIP29009,Rail,1187,4942.58
TR29010,SHIP29010,Rail,2457,14697.9
TR29011,SHIP29011,Truck,341,3718.27
TR29012,SHIP29012,Truck,530,4820.73
TR29013,SHIP29013,Rail,304,1307.6
TR29014,SHIP29014,Air,3926,99889.06
TR29015,SHIP29015,Ship,2326,5944.38
TR29016,SHIP29016,Rail,1945,9609.87
TR29017,SHIP29017,Truck,574,7404.28
TR29018,SHIP29018,Air,4390,118730.57
TR29019,SHIP29019,Rail,1863,10621.1
TR29020,SHIP29020,Truck,171,1807.71
TR29021,SHIP29021,Truck,1007,11912.56
TR29022,SHIP29022,Truck,576,5245.89
TR29023,SHIP29023,Ship,3490,14061.02
TR29024,SHIP29024,Ship,2156,4409.76
TR29025,SHIP29025,Ship,2656,12714.44
TR29026,SHIP29026,Rail,2124,10295.52
TR29027,SHIP29027,Rail,942,4356.25
TR29028,SHIP29028,Truck,334,3530.71
TR29029,SHIP29029,Ship,1888,5650.85
TR29030,SHIP29030,Truck,739,8637.39
TR29031,SHIP29031,Ship,4133,9782.63
TR29032,SHIP29032,Ship,3756,9072.63
TR29033,SHIP29033,Air,4519,131541.06
TR29034,SHIP29034,Ship,1469,5952.68
TR29035,SHIP29035,Truck,674,6475.74
TR29036,SHIP29036,Air,4333,130388.49
TR29037,SHIP29037,Truck,823,8570.92
TR29038,SHIP29038,Truck,230,2885.17
TR29039,SHIP29039,Truck,1021,10906.79
TR29040,SHIP29040,Air,4442,101207.78
TR29041,SHIP29041,Rail,1368,8300.49
TR29042,SHIP29042,Truck,109,1093.34
TR29043,SHIP29043,Truck,424,5443.12
TR29044,SHIP29044,Rail,814,3799.36
TR29045,SHIP29045,Rail,1439,7044.06
TR29046,SHIP29046,Air,2110,73811.18
TR29047,SHIP29047,Rail,1226,6282.19
TR29048,SHIP29048,Truck,1115,13557.62
TR29049,SHIP29049,Truck,585,6192.61
TR29050,SHIP29050,Truck,674,6615.28
TR29051,SHIP29051,Air,3047,98646.59
TR29052,SHIP29052,Rail,926,5837.48
TR29053,SHIP29053,Air,2850,72941.44
TR29054,SHIP29054,Truck,494,5010.23
TR29055,SHIP29055,Ship,2487,12099.52
TR29056,SHIP29056,Rail,635,2631.54
TR29057,SHIP29057,Air,3654,98143.42
TR29058,SHIP29058,Ship,1342,5107.83
TR29059,SHIP29059,Truck,149,1636.88
TR29060,SHIP29060,Ship,1419,3444.63
TR29061,SHIP29061,Truck,431,4225.85
TR29062,SHIP29062,Truck,820,7606.41
TR29063,SHIP29063,Truck,494,4921.34
TR29064,SHIP29064,Truck,962,10009.01
TR29065,SHIP29065,Ship,1801,4259.68
TR29066,SHIP29066,Truck,942,11282.45
TR29067,SHIP29067,Rail,1054,5399.17
TR29068,SHIP29068,Ship,2421,7682.01
TR29069,SHIP29069,Air,1360,42491.35
TR29070,SHIP29070,Truck,397,4175.7
TR29071,SHIP29071,Truck,1170,14965.76
TR29072,SHIP29072,Truck,709,9053.09
TR29073,SHIP29073,Truck,156,1578.28
TR29074,SHIP29074,Rail,2490,10644.11
TR29075,SHIP29075,Rail,2167,9351.47
TR29076,SHIP29076,Ship,2977,8851.61
TR29077,SHIP29077,Truck,146,1801.69
TR29078,SHIP29078,Truck,822,8662.6
TR29079,SHIP29079,Ship,4921,24311.94
TR29080,SHIP29080,Truck,55,637.13
TR29081,SHIP29081,Rail,1865,12918.54
TR29082,SHIP29082,Rail,423,2123.04
TR29083,SHIP29083,Rail,656,3353.65
TR29084,SHIP29084,Rail,2200,10030.25
TR29085,SHIP29085,Truck,993,11515.46
TR29086,SHIP29086,Ship,6629,24715.33
TR29087,SHIP29087,Rail,344,1730.73
TR29088,SHIP29088,Rail,1980,13530.0
TR29089,SHIP29089,Rail,949,3889.41
TR29090,SHIP29090,Truck,468,5524.28
TR29091,SHIP29091,Truck,1132,12212.52
TR29092,SHIP29092,Air,1199,31841.75
TR29093,SHIP29093,Truck,441,5366.63
TR29094,SHIP29094,Ship,4248,14015.48
TR29095,SHIP29095,Rail,1211,7212.32
TR29096,SHIP29096,Rail,439,2172.3
TR29097,SHIP29097,Rail,2051,8919.64
TR29098,SHIP29098,Truck,879,10254.73
TR29099,SHIP29099,Rail,736,4991.27
TR29100,SHIP29100,Truck,345,3975.65
TR29101,SHIP29101,Rail,1931,12551.2
TR29102,SHIP29102,Truck,856,10774.64
TR29103,SHIP29103,Truck,1163,11795.97
TR29104,SHIP29104,Truck,301,3733.04
TR29105,SHIP29105,Truck,642,6913.93
TR29106,SHIP29106,Truck,873,9986.2
TR29107,SHIP29107,Ship,2957,6441.99
TR29108,SHIP29108,Ship,6232,24466.93
TR29109,SHIP29109,Rail,1359,8074.59
TR29110,SHIP29110,Rail,627,4280.82
TR29111,SHIP29111,Rail,1453,7417.84
TR29112,SHIP29112,Air,4917,138700.99
TR29113,SHIP29113,Truck,563,6650.58
TR29114,SHIP29114,Air,3555,94759.45
TR29115,SHIP29115,Air,2553,66758.76
TR29116,SHIP29116,Ship,2422,8283.28
TR29117,SHIP29117,Truck,338,3683.9
TR29118,SHIP29118,Truck,380,4345.44
TR29119,SHIP29119,Air,2617,80396.65
TR29120,SHIP29120,Rail,652,3792.4
TR29121,SHIP29121,Truck,865,9251.14
TR29122,SHIP29122,Truck,615,6580.97
TR29123,SHIP29123,Rail,1521,7477.19
TR29124,SHIP29124,Truck,993,12599.02
TR29125,SHIP29125,Truck,973,10400.97
TR29126,SHIP29126,Truck,624,7086.99
TR29127,SHIP29127,Truck,1119,13586.23
TR29128,SHIP29128,Rail,1343,8949.43
TR29129,SHIP29129,Truck,466,5115.2
TR29130,SHIP29130,Ship,3412,12609.86
TR29131,SHIP29131,Truck,249,3156.08
TR29132,SHIP29132,Truck,792,7838.05
TR29133,SHIP29133,Truck,525,5588.34
TR29134,SHIP29134,Air,2230,70553.02
TR29135,SHIP29135,Rail,776,4902.9
TR29136,SHIP29136,Truck,1156,12844.64
TR29137,SHIP29137,Rail,397,1794.71
TR29138,SHIP29138,Air,4132,93545.37
TR29139,SHIP29139,Truck,1056,10585.96
TR29140,SHIP29140,Air,2824,70988.81
TR29141,SHIP29141,Air,1897,61169.2
TR29142,SHIP29142,Truck,159,1778.71
TR29143,SHIP29143,Truck,469,5526.35
TR29144,SHIP29144,Truck,385,3596.0
TR29145,SHIP29145,Truck,632,7215.64
TR29146,SHIP29146,Rail,1754,12008.47
TR29147,SHIP29147,Rail,2470,11567.98
TR29148,SHIP29148,Truck,753,9429.01
TR29149,SHIP29149,Rail,2171,10042.51
TR29150,SHIP29150,Truck,544,6801.49
TR29151,SHIP29151,Truck,211,2520.59
TR29152,SHIP29152,Truck,679,6377.29
TR29153,SHIP29153,Truck,322,3573.11
TR29154,SHIP29154,Truck,72,904.29
TR29155,SHIP29155,Ship,4849,18902.69
TR29156,SHIP29156,Ship,4730,9758.04
TR29157,SHIP29157,Rail,1625,10789.8
TR29158,SHIP29158,Truck,114,1403.08
TR29159,SHIP29159,Rail,1809,9786.83
TR29160,SHIP29160,Rail,1374,6597.2
TR29161,SHIP29161,Ship,1259,5213.99
TR29162,SHIP29162,Truck,553,5981.48
TR29163,SHIP29163,Air,3498,116298.82
TR29164,SHIP29164,Air,2253,60823.03
TR29165,SHIP29165,Rail,1697,11235.57
TR29166,SHIP29166,Rail,761,5158.13
TR29167,SHIP29167,Truck,898,10826.54
TR29168,SHIP29168,Air,4943,161039.91
TR29169,SHIP29169,Truck,734,8830.41
TR29170,SHIP29170,Rail,352,2144.97
TR29171,SHIP29171,Rail,1303,7919.32
TR29172,SHIP29172,Truck,257,2621.09
TR29173,SHIP29173,Truck,268,2825.81
TR29174,SHIP29174,Ship,3963,15642.31
TR29175,SHIP29175,Truck,228,2880.69
TR29176,SHIP29176,Ship,1973,7237.28
TR29177,SHIP29177,Truck,69,845.86
TR29178,SHIP29178,Air,965,25051.44
TR29179,SHIP29179,Rail,754,3139.97
TR29180,SHIP29180,Truck,638,7380.23
TR29181,SHIP29181,Truck,113,1416.84
TR29182,SHIP29182,Rail,2418,15493.7
TR29183,SHIP29183,Rail,1608,8026.61
TR29184,SHIP29184,Truck,96,1027.3
TR29185,SHIP29185,Air,3288,95389.79
TR29186,SHIP29186,Truck,601,6546.5
TR29187,SHIP29187,Air,3237,93920.74
TR29188,SHIP29188,Truck,705,8182.9
TR29189,SHIP29189,Truck,601,6927.24
TR29190,SHIP29190,Truck,1074,10972.12
TR29191,SHIP29191,Rail,1707,10375.03
TR29192,SHIP29192,Truck,801,9515.82
TR29193,SHIP29193,Truck,1006,12950.47
TR29194,SHIP29194,Rail,429,2857.76
TR29195,SHIP29195,Rail,2254,9737.59
TR29196,SHIP29196,Ship,3502,14960.43
TR29197,SHIP29197,Truck,1038,9787.09
TR29198,SHIP29198,Rail,697,3640.06
TR29199,SHIP29199,Truck,217,2636.01
TR29200,SHIP29200,Truck,591,5614.23
TR29201,SHIP29201,Truck,1002,9759.86
TR29202,SHIP29202,Air,3430,86227.01
TR29203,SHIP29203,Truck,346,3992.1
TR29204,SHIP29204,Air,2548,68806.84
TR29205,SHIP29205,Ship,3761,12163.69
TR29206,SHIP29206,Truck,848,10511.45
TR29207,SHIP29207,Ship,2518,8109.92
TR29208,SHIP29208,Truck,807,10053.01
TR29209,SHIP29209,Air,3803,108775.61
TR29210,SHIP29210,Ship,2696,7115.11
TR29211,SHIP29211,Truck,345,4099.43
TR29212,SHIP29212,Truck,146,1739.76
TR29213,SHIP29213,Truck,443,4061.6
TR29214,SHIP29214,Ship,6993,25958.11
TR29215,SHIP29215,Truck,1170,15027.76
TR29216,SHIP29216,Truck,1172,11541.46
TR29217,SHIP29217,Air,4570,158329.86
TR29218,SHIP29218,Air,4887,170496.47
TR29219,SHIP29219,Rail,1952,12827.11
TR29220,SHIP29220,Ship,6581,30335.04
TR29221,SHIP29221,Truck,401,3725.14
TR29222,SHIP29222,Ship,1192,4130.66
TR29223,SHIP29223,Truck,124,1358.91
TR29224,SHIP29224,Truck,291,3562.12
TR29225,SHIP29225,Rail,1861,12613.0
TR29226,SHIP29226,Truck,601,6417.95
TR29227,SHIP29227,Rail,2422,14552.72
TR29228,SHIP29228,Ship,1448,4091.56
TR29229,SHIP29229,Truck,292,3335.82
TR29230,SHIP29230,Ship,2320,7548.31
TR29231,SHIP29231,Rail,505,2457.84
TR29232,SHIP29232,Truck,163,1852.23
TR29233,SHIP29233,Air,4448,134124.15
TR29234,SHIP29234,Ship,3682,9858.47
TR29235,SHIP29235,Air,4806,160720.05
TR29236,SHIP29236,Truck,475,5054.51
TR29237,SHIP29237,Ship,1864,8201.4
TR29238,SHIP29238,Rail,1553,10066.66
TR29239,SHIP29239,Truck,802,8405.87
TR29240,SHIP29240,Air,4438,114837.68
TR29241,SHIP29241,Truck,902,8670.11
TR29242,SHIP29242,Truck,218,2718.64
TR29243,SHIP29243,Rail,2089,9327.05
TR29244,SHIP29244,Truck,294,3523.65
TR29245,SHIP29245,Air,3809,111572.1
TR29246,SHIP29246,Rail,1967,13495.11
TR29247,SHIP29247,Truck,523,6443.08
TR29248,SHIP29248,Rail,1691,8635.97
TR29249,SHIP29249,Air,1321,34614.22
TR29250,SHIP29250,Truck,268,3186.06
TR29251,SHIP29251,Air,4098,103519.05
TR29252,SHIP29252,Ship,4722,23225.09
TR29253,SHIP29253,Truck,299,3120.02
TR29254,SHIP29254,Ship,3421,7689.39
TR29255,SHIP29255,Ship,1079,3611.04
TR29256,SHIP29256,Truck,438,5134.28
TR29257,SHIP29257,Air,4550,136363.93
TR29258,SHIP29258,Air,4937,167094.81
TR29259,SHIP29259,Rail,2382,14002.35
TR29260,SHIP29260,Truck,857,10709.34
TR29261,SHIP29261,Truck,193,2221.71
TR29262,SHIP29262,Air,4498,103104.73
TR29263,SHIP29263,Truck,56,697.63
TR29264,SHIP29264,Truck,302,3871.19
TR29265,SHIP29265,Truck,132,1309.25
TR29266,SHIP29266,Truck,297,2809.97
TR29267,SHIP29267,Air,1193,35885.43
TR29268,SHIP29268,Ship,3522,11422.39
TR29269,SHIP29269,Truck,984,12014.86
TR29270,SHIP29270,Ship,3781,14784.7
TR29271,SHIP29271,Air,1666,46659.74
TR29272,SHIP29272,Truck,813,7332.39
TR29273,SHIP29273,Ship,4231,19584.31
TR29274,SHIP29274,Air,1175,32255.43
TR29275,SHIP29275,Truck,162,2034.46
TR29276,SHIP29276,Truck,1191,15404.37
TR29277,SHIP29277,Truck,618,7390.28
TR29278,SHIP29278,Truck,1069,13184.38
TR29279,SHIP29279,Truck,521,5882.96
TR29280,SHIP29280,Truck,1075,11157.99
TR29281,SHIP29281,Ship,4989,15384.72
TR29282,SHIP29282,Truck,172,1585.13
TR29283,SHIP29283,Truck,317,3027.89
TR29284,SHIP29284,Truck,898,8574.7
TR29285,SHIP29285,Truck,99,1164.18
TR29286,SHIP29286,Truck,1064,11311.92
TR29287,SHIP29287,Truck,591,5694.71
TR29288,SHIP29288,Air,952,23410.39
TR29289,SHIP29289,Truck,876,10069.76
TR29290,SHIP29290,Air,4297,95117.31
TR29291,SHIP29291,Rail,552,2405.19
TR29292,SHIP29292,Air,1725,39538.06
TR29293,SHIP29293,Air,3474,89765.66
TR29294,SHIP29294,Rail,1137,4557.14
TR29295,SHIP29295,Ship,4538,18072.94
TR29296,SHIP29296,Air,4741,107715.27
TR29297,SHIP29297,Truck,809,7914.21
TR29298,SHIP29298,Truck,799,10103.28
TR29299,SHIP29299,Truck,222,2573.57
TR29300,SHIP29300,Truck,325,3555.29
TR29301,SHIP29301,Truck,182,2219.85
TR29302,SHIP29302,Rail,1302,5610.31
TR29303,SHIP29303,Truck,556,5152.02
TR29304,SHIP29304,Truck,1195,12976.59
TR29305,SHIP29305,Rail,845,4115.21
TR29306,SHIP29306,Truck,555,7085.75
TR29307,SHIP29307,Rail,2118,14301.54
TR29308,SHIP29308,Truck,410,4430.21
TR29309,SHIP29309,Ship,5853,25797.57
TR29310,SHIP29310,Air,1035,32174.62
TR29311,SHIP29311,Truck,91,1057.27
TR29312,SHIP29312,Truck,347,3526.69
TR29313,SHIP29313,Truck,471,5973.95
TR29314,SHIP29314,Truck,730,8343.58
TR29315,SHIP29315,Rail,993,4887.33
TR29316,SHIP29316,Rail,453,2775.06
TR29317,SHIP29317,Truck,893,8957.06
TR29318,SHIP29318,Air,2639,84548.85
TR29319,SHIP29319,Truck,615,7821.65
TR29320,SHIP29320,Rail,1748,10944.25
TR29321,SHIP29321,Truck,238,2229.39
TR29322,SHIP29322,Air,2225,53853.01
TR29323,SHIP29323,Truck,368,4030.25
TR29324,SHIP29324,Truck,319,4004.03
TR29325,SHIP29325,Truck,335,3685.94
TR29326,SHIP29326,Air,4441,135677.91
TR29327,SHIP29327,Ship,6042,20034.08
TR29328,SHIP29328,Rail,2299,11748.29
TR29329,SHIP29329,Truck,212,2526.01
TR29330,SHIP29330,Rail,2348,14473.15
TR29331,SHIP29331,Truck,1073,12185.31
TR29332,SHIP29332,Truck,171,1939.26
TR29333,SHIP29333,Truck,454,4356.98
TR29334,SHIP29334,Truck,994,9877.21
TR29335,SHIP29335,Truck,995,12925.57
TR29336,SHIP29336,Truck,945,8650.97
TR29337,SHIP29337,Truck,537,6829.47
TR29338,SHIP29338,Ship,6152,25844.71
TR29339,SHIP29339,Air,4985,170101.42
TR29340,SHIP29340,Truck,1056,11142.74
TR29341,SHIP29341,Air,4105,113001.35
TR29342,SHIP29342,Rail,2011,11143.0
TR29343,SHIP29343,Rail,1727,9292.16
TR29344,SHIP29344,Rail,1033,6960.06
TR29345,SHIP29345,Air,3575,115730.53
TR29346,SHIP29346,Truck,942,10914.62
TR29347,SHIP29347,Truck,604,7249.25
TR29348,SHIP29348,Rail,492,2717.42
TR29349,SHIP29349,Rail,2349,11182.42
TR29350,SHIP29350,Truck,1050,10213.59
TR29351,SHIP29351,Rail,562,2947.45
TR29352,SHIP29352,Truck,663,7677.94
TR29353,SHIP29353,Truck,1014,11922.63
TR29354,SHIP29354,Truck,889,8311.09
TR29355,SHIP29355,Rail,2342,10626.28
TR29356,SHIP29356,Ship,6508,30195.82
TR29357,SHIP29357,Truck,400,4251.74
TR29358,SHIP29358,Ship,4005,11243.2
TR29359,SHIP29359,Truck,478,5082.08
TR29360,SHIP29360,Truck,1176,10617.21
TR29361,SHIP29361,Air,3758,84455.96
TR29362,SHIP29362,Truck,293,3328.22
TR29363,SHIP29363,Truck,456,5690.91
TR29364,SHIP29364,Truck,255,2577.45
TR29365,SHIP29365,Truck,149,1693.3
TR29366,SHIP29366,Air,4953,166266.03
TR29367,SHIP29367,Rail,1745,7580.45
TR29368,SHIP29368,Truck,741,7871.65
TR29369,SHIP29369,Truck,79,722.05
TR29370,SHIP29370,Truck,859,8363.42
TR29371,SHIP29371,Ship,6629,31055.74
TR29372,SHIP29372,Rail,1389,7093.21
TR29373,SHIP29373,Air,3511,77827.63
TR29374,SHIP29374,Rail,2279,15457.12
TR29375,SHIP29375,Truck,496,5979.43
TR29376,SHIP29376,Truck,208,2444.99
TR29377,SHIP29377,Truck,1043,10592.89
TR29378,SHIP29378,Truck,379,3453.75
TR29379,SHIP29379,Air,3804,96694.02
TR29380,SHIP29380,Truck,925,8901.23
TR29381,SHIP29381,Ship,4837,15864.48
TR29382,SHIP29382,Truck,617,6703.57
TR29383,SHIP29383,Truck,1051,11824.72
TR29384,SHIP29384,Rail,1303,7633.91
TR29385,SHIP29385,Truck,500,4863.4
TR29386,SHIP29386,Air,4531,123772.75
TR29387,SHIP29387,Rail,2364,12893.8
TR29388,SHIP29388,Rail,1892,11508.61
TR29389,SHIP29389,Truck,685,8471.58
TR29390,SHIP29390,Ship,2965,11253.58
TR29391,SHIP29391,Rail,2469,14436.77
TR29392,SHIP29392,Truck,445,4973.86
TR29393,SHIP29393,Truck,725,7296.61
TR29394,SHIP29394,Air,4508,110823.69
TR29395,SHIP29395,Truck,900,10209.85
TR29396,SHIP29396,Rail,2390,15626.41
TR29397,SHIP29397,Truck,729,9038.3
TR29398,SHIP29398,Rail,1540,8949.44
TR29399,SHIP29399,Truck,854,7789.03
TR29400,SHIP29400,Truck,463,5299.69
TR29401,SHIP29401,Rail,2438,12507.85
TR29402,SHIP29402,Air,2822,72367.59
TR29403,SHIP29403,Truck,217,2339.7
TR29404,SHIP29404,Air,4106,133676.54
TR29405,SHIP29405,Ship,3874,9457.22
TR29406,SHIP29406,Truck,363,4015.61
TR29407,SHIP29407,Truck,644,6025.16
TR29408,SHIP29408,Rail,2146,14008.9
TR29409,SHIP29409,Truck,585,6073.07
TR29410,SHIP29410,Rail,2384,14088.82
TR29411,SHIP29411,Air,3739,109051.01
TR29412,SHIP29412,Ship,5356,19859.26
TR29413,SHIP29413,Rail,992,4651.3
TR29414,SHIP29414,Truck,1080,12404.86
TR29415,SHIP29415,Ship,6297,13148.34
TR29416,SHIP29416,Air,1377,34526.93
TR29417,SHIP29417,Air,3055,72551.28
TR29418,SHIP29418,Air,3625,121149.28
TR29419,SHIP29419,Truck,493,6028.01
TR29420,SHIP29420,Ship,1303,5197.9
TR29421,SHIP29421,Truck,1175,14996.44
TR29422,SHIP29422,Rail,1698,7608.56
TR29423,SHIP29423,Rail,2016,9889.78
TR29424,SHIP29424,Rail,994,5315.76
TR29425,SHIP29425,Rail,1603,7784.68
TR29426,SHIP29426,Truck,963,9567.65
TR29427,SHIP29427,Truck,447,4962.45
TR29428,SHIP29428,Air,1926,47759.52
TR29429,SHIP29429,Truck,963,8978.66
TR29430,SHIP29430,Truck,1045,9887.43
TR29431,SHIP29431,Truck,401,4813.37
TR29432,SHIP29432,Air,4152,129288.63
TR29433,SHIP29433,Truck,444,4284.69
TR29434,SHIP29434,Truck,668,6139.6
TR29435,SHIP29435,Air,1846,63971.66
TR29436,SHIP29436,Air,1050,35895.05
TR29437,SHIP29437,Truck,63,816.18
TR29438,SHIP29438,Rail,1927,12054.58
TR29439,SHIP29439,Rail,1684,10158.08
TR29440,SHIP29440,Truck,327,4096.45
TR29441,SHIP29441,Truck,1087,13728.59
TR29442,SHIP29442,Truck,834,7659.5
TR29443,SHIP29443,Truck,367,3317.18
TR29444,SHIP29444,Rail,2034,8342.85
TR29445,SHIP29445,Truck,1144,12624.98
TR29446,SHIP29446,Air,1757,47965.72
TR29447,SHIP29447,Ship,5165,13688.24
TR29448,SHIP29448,Air,3101,89409.67
TR29449,SHIP29449,Truck,856,8258.38
TR29450,SHIP29450,Ship,6114,22401.91
TR29451,SHIP29451,Truck,1138,12640.5
TR29452,SHIP29452,Truck,675,7658.9
TR29453,SHIP29453,Truck,883,9343.83
TR29454,SHIP29454,Rail,1143,6177.75
TR29455,SHIP29455,Truck,255,2909.69
TR29456,SHIP29456,Truck,1034,13178.79
TR29457,SHIP29457,Air,1305,32243.31
TR29458,SHIP29458,Rail,612,3336.7
TR29459,SHIP29459,Rail,1220,5488.25
TR29460,SHIP29460,Air,2256,59923.91
TR29461,SHIP29461,Truck,1109,12249.74
TR29462,SHIP29462,Ship,4568,13751.1
TR29463,SHIP29463,Ship,4360,11292.36
TR29464,SHIP29464,Air,1794,52949.99
TR29465,SHIP29465,Truck,766,9472.72
TR29466,SHIP29466,Air,1820,58868.73
TR29467,SHIP29467,Truck,122,1462.65
TR29468,SHIP29468,Rail,1888,9613.86
TR29469,SHIP29469,Ship,1328,5268.4
TR29470,SHIP29470,Rail,2451,16138.3
TR29471,SHIP29471,Ship,6513,31538.46
TR29472,SHIP29472,Truck,275,2618.61
TR29473,SHIP29473,Truck,891,8174.07
TR29474,SHIP29474,Truck,1014,12469.81
TR29475,SHIP29475,Truck,427,4971.69
TR29476,SHIP29476,Air,4494,135616.45
TR29477,SHIP29477,Air,3811,116515.6
TR29478,SHIP29478,Rail,982,4216.36
TR29479,SHIP29479,Truck,190,1953.45
TR29480,SHIP29480,Truck,148,1382.59
TR29481,SHIP29481,Rail,1751,9301.25
TR29482,SHIP29482,Truck,1087,11092.74
TR29483,SHIP29483,Rail,1069,6350.96
TR29484,SHIP29484,Air,1831,52975.62
TR29485,SHIP29485,Ship,6910,31034.43
TR29486,SHIP29486,Rail,2068,11317.56
TR29487,SHIP29487,Truck,732,9073.19
TR29488,SHIP29488,Truck,335,3854.22
TR29489,SHIP29489,Truck,347,4403.46
TR29490,SHIP29490,Truck,1182,14537.53
TR29491,SHIP29491,Truck,440,4215.18
TR29492,SHIP29492,Rail,1978,11726.74
TR29493,SHIP29493,Truck,422,4989.01
TR29494,SHIP29494,Air,2279,65441.44
TR29495,SHIP29495,Truck,63,712.42
TR29496,SHIP29496,Truck,326,3114.74
TR29497,SHIP29497,Rail,2066,8357.72
TR29498,SHIP29498,Rail,1298,5335.5
TR29499,SHIP29499,Truck,344,4453.8
TR29500,SHIP29500,Air,4791,140764.8
TR29501,SHIP29501,Ship,3816,9020.56
TR29502,SHIP29502,Air,4074,95724.37
TR29503,SHIP29503,Truck,244,2586.24
TR29504,SHIP29504,Truck,602,7467.79
TR29505,SHIP29505,Truck,617,6084.05
TR29506,SHIP29506,Rail,2352,13827.6
TR29507,SHIP29507,Rail,812,5119.69
TR29508,SHIP29508,Truck,1182,11927.15
TR29509,SHIP29509,Rail,2183,11814.33
TR29510,SHIP29510,Air,1543,51460.18
TR29511,SHIP29511,Air,1635,39933.18
TR29512,SHIP29512,Truck,355,3302.5
TR29513,SHIP29513,Truck,536,5196.46
TR29514,SHIP29514,Truck,414,3903.09
TR29515,SHIP29515,Truck,234,2838.93
TR29516,SHIP29516,Truck,313,2832.43
TR29517,SHIP29517,Air,3025,70608.53
TR29518,SHIP29518,Truck,460,5305.51
TR29519,SHIP29519,Rail,1815,12544.57
TR29520,SHIP29520,Truck,582,5795.42
