Metric_ID,Shipment_ID,Delivery_Cost,Delay_Hours,Customer_Priority
MET30514,SHIP30514,65695.94,12,High
MET30515,SHIP30515,20852.53,8,High
MET30516,SHIP30516,13686.04,17,Medium
MET30517,SHIP30517,267129.4,10,Low
MET30518,SHIP30518,50077.42,18,Medium
MET30519,SHIP30519,26816.38,21,High
MET30520,SHIP30520,14670.4,15,Medium
MET30521,SHIP30521,154089.93,15,Low
MET30522,SHIP30522,32431.95,33,High
MET30523,SHIP30523,29198.47,13,Low
MET30524,SHIP30524,23926.7,24,Low
MET30525,SHIP30525,16360.63,12,Low
MET30526,SHIP30526,17919.34,10,High
MET30527,SHIP30527,15696.54,12,High
MET30528,SHIP30528,19181.3,30,Medium
MET30529,SHIP30529,11655.28,5,Low
MET30530,SHIP30530,22229.61,16,Low
MET30531,SHIP30531,36503.0,35,Low
MET30532,SHIP30532,234775.43,7,Low
MET30533,SHIP30533,24007.99,24,High
MET30534,SHIP30534,150571.49,36,High
MET30535,SHIP30535,25494.81,28,Medium
MET30536,SHIP30536,34226.57,48,Low
MET30537,SHIP30537,10494.86,5,High
MET30538,SHIP30538,26714.99,9,High
MET30539,SHIP30539,199181.58,37,Low
MET30540,SHIP30540,226726.51,12,Medium
MET30541,SHIP30541,31583.95,14,High
MET30542,SHIP30542,11611.34,16,Medium
MET30543,SHIP30543,11824.04,23,High
MET30544,SHIP30544,19538.42,27,Low
MET30545,SHIP30545,53846.23,33,Medium
MET30546,SHIP30546,11826.68,7,High
MET30547,SHIP30547,9186.9,33,Low
MET30548,SHIP30548,3753.69,0,High
MET30549,SHIP30549,146102.97,7,Low
MET30550,SHIP30550,18510.09,33,Low
MET30551,SHIP30551,11761.59,25,High
MET30552,SHIP30552,2777.87,23,Low
MET30553,SHIP30553,19872.75,3,High
MET30554,SHIP30554,4872.0,33,Low
MET30555,SHIP30555,27373.76,18,Medium
MET30556,SHIP30556,234578.74,12,High
MET30557,SHIP30557,27279.83,17,Medium
MET30558,SHIP30558,34620.08,35,High
MET30559,SHIP30559,18703.89,18,High
MET30560,SHIP30560,12430.63,15,Medium
MET30561,SHIP30561,29290.81,17,Low
MET30562,SHIP30562,113562.14,37,Low
MET30563,SHIP30563,23360.48,29,Medium
MET30564,SHIP30564,24566.16,2,Medium
MET30565,SHIP30565,200830.33,5,Low
MET30566,SHIP30566,11023.45,13,Medium
MET30567,SHIP30567,5170.35,7,Medium
MET30568,SHIP30568,21631.99,32,Low
MET30569,SHIP30569,8871.68,18,Medium
MET30570,SHIP30570,21788.27,16,Medium
MET30571,SHIP30571,20523.84,4,Medium
MET30572,SHIP30572,12120.74,11,Low
MET30573,SHIP30573,16049.44,22,High
MET30574,SHIP30574,5903.93,4,Medium
MET30575,SHIP30575,24425.95,26,High
MET30576,SHIP30576,35855.44,14,Medium
MET30577,SHIP30577,30779.03,16,Low
MET30578,SHIP30578,22505.85,6,High
MET30579,SHIP30579,27111.2,10,Low
MET30580,SHIP30580,16428.63,25,Low
MET30581,SHIP30581,13066.59,7,Low
MET30582,SHIP30582,15599.03,11,High
MET30583,SHIP30583,27739.85,33,Low
MET30584,SHIP30584,8886.53,17,Medium
MET30585,SHIP30585,269801.48,7,Medium
MET30586,SHIP30586,230827.5,0,High
MET30587,SHIP30587,11396.25,13,Medium
MET30588,SHIP30588,26586.11,5,High
MET30589,SHIP30589,23797.89,9,High
MET30590,SHIP30590,24682.04,30,High
MET30591,SHIP30591,27363.85,7,Medium
MET30592,SHIP30592,25436.61,6,High
MET30593,SHIP30593,194585.61,23,Medium
MET30594,SHIP30594,6478.02,8,Medium
MET30595,SHIP30595,28485.58,5,Low
MET30596,SHIP30596,24916.1,14,Medium
MET30597,SHIP30597,13019.31,0,Low
MET30598,SHIP30598,25229.99,14,Medium
MET30599,SHIP30599,16417.77,12,Medium
MET30600,SHIP30600,56670.38,22,Low
MET30601,SHIP30601,29650.42,9,Low
MET30602,SHIP30602,18490.85,10,Medium
MET30603,SHIP30603,6069.74,27,High
MET30604,SHIP30604,30303.6,5,Medium
MET30605,SHIP30605,30509.35,48,Medium
MET30606,SHIP30606,14219.51,9,Low
MET30607,SHIP30607,19655.45,29,High
MET30608,SHIP30608,31037.89,10,Low
MET30609,SHIP30609,31934.72,0,Low
MET30610,SHIP30610,37192.52,6,High
MET30611,SHIP30611,28344.9,15,Low
MET30612,SHIP30612,16007.15,17,Medium
MET30613,SHIP30613,5305.99,16,Low
MET30614,SHIP30614,12762.42,2,High
MET30615,SHIP30615,59021.02,5,High
MET30616,SHIP30616,5936.26,8,Low
MET30617,SHIP30617,160482.94,22,Low
MET30618,SHIP30618,6159.25,12,High
MET30619,SHIP30619,7070.83,1,Low
MET30620,SHIP30620,24389.59,23,Medium
MET30621,SHIP30621,139534.47,13,Low
MET30622,SHIP30622,10940.01,16,Medium
MET30623,SHIP30623,14528.69,2,Low
MET30624,SHIP30624,20076.04,0,Medium
MET30625,SHIP30625,17241.76,23,Low
MET30626,SHIP30626,15907.81,11,Medium
MET30627,SHIP30627,3601.65,24,Medium
MET30628,SHIP30628,37842.24,4,Low
MET30629,SHIP30629,273476.18,24,Low
MET30630,SHIP30630,34068.82,12,High
MET30631,SHIP30631,28221.12,46,Medium
MET30632,SHIP30632,58573.12,6,Medium
MET30633,SHIP30633,3209.8,8,High
MET30634,SHIP30634,9053.69,37,Medium
MET30635,SHIP30635,24194.02,5,High
MET30636,SHIP30636,43615.57,32,Low
MET30637,SHIP30637,287291.82,29,High
MET30638,SHIP30638,62827.95,16,Medium
MET30639,SHIP30639,22282.72,15,Medium
MET30640,SHIP30640,10658.37,12,Low
MET30641,SHIP30641,102107.31,2,Medium
MET30642,SHIP30642,30780.12,23,High
MET30643,SHIP30643,28603.84,6,Low
MET30644,SHIP30644,22626.3,0,High
MET30645,SHIP30645,37258.72,39,Low
MET30646,SHIP30646,6912.29,13,Medium
MET30647,SHIP30647,26793.12,18,Medium
MET30648,SHIP30648,3080.17,6,High
MET30649,SHIP30649,26271.43,25,Low
MET30650,SHIP30650,25729.0,17,High
MET30651,SHIP30651,7541.0,15,Low
MET30652,SHIP30652,20504.82,7,Low
MET30653,SHIP30653,4408.11,33,High
MET30654,SHIP30654,312389.8,0,Low
MET30655,SHIP30655,16297.62,15,Medium
MET30656,SHIP30656,15318.95,9,High
MET30657,SHIP30657,221454.83,22,Medium
MET30658,SHIP30658,18172.74,5,Low
MET30659,SHIP30659,26192.78,13,High
MET30660,SHIP30660,23861.58,1,High
MET30661,SHIP30661,16579.63,7,High
MET30662,SHIP30662,5747.63,14,Medium
MET30663,SHIP30663,7630.41,15,Low
MET30664,SHIP30664,24244.67,16,High
MET30665,SHIP30665,11877.13,41,Medium
MET30666,SHIP30666,13768.08,12,High
MET30667,SHIP30667,28199.82,14,Low
MET30668,SHIP30668,3090.62,13,Low
MET30669,SHIP30669,14715.93,13,High
MET30670,SHIP30670,19973.81,2,High
MET30671,SHIP30671,89117.17,16,Low
MET30672,SHIP30672,6989.32,17,High
MET30673,SHIP30673,6987.44,6,Medium
MET30674,SHIP30674,66308.77,23,Low
MET30675,SHIP30675,49647.45,31,Medium
MET30676,SHIP30676,8686.0,13,Low
MET30677,SHIP30677,9967.02,6,High
MET30678,SHIP30678,9818.87,29,Medium
MET30679,SHIP30679,4273.01,9,Medium
MET30680,SHIP30680,9466.96,19,High
MET30681,SHIP30681,48280.87,48,Low
MET30682,SHIP30682,319584.5,13,Medium
MET30683,SHIP30683,22219.64,26,High
MET30684,SHIP30684,22590.57,22,High
MET30685,SHIP30685,23981.15,15,Low
MET30686,SHIP30686,28414.73,24,High
MET30687,SHIP30687,25554.57,5,High
MET30688,SHIP30688,21571.13,8,Low
MET30689,SHIP30689,16250.77,16,Medium
MET30690,SHIP30690,3155.51,6,Medium
MET30691,SHIP30691,40756.61,26,High
MET30692,SHIP30692,61113.63,28,High
MET30693,SHIP30693,26505.01,35,Medium
MET30694,SHIP30694,29975.32,16,High
MET30695,SHIP30695,17536.64,35,Medium
MET30696,SHIP30696,29964.85,29,High
MET30697,SHIP30697,19398.42,25,High
MET30698,SHIP30698,52484.51,23,High
MET30699,SHIP30699,6431.48,25,High
MET30700,SHIP30700,27695.86,10,Medium
MET30701,SHIP30701,212536.88,9,Medium
MET30702,SHIP30702,15395.31,30,Medium
MET30703,SHIP30703,32779.08,10,Medium
MET30704,SHIP30704,12366.01,4,High
MET30705,SHIP30705,34223.12,4,High
MET30706,SHIP30706,35093.49,7,Medium
MET30707,SHIP30707,30296.72,8,Medium
MET30708,SHIP30708,211371.54,12,Medium
MET30709,SHIP30709,35749.69,6,High
MET30710,SHIP30710,268177.16,5,Medium
MET30711,SHIP30711,28735.77,18,High
MET30712,SHIP30712,21381.05,8,Low
MET30713,SHIP30713,8004.91,14,High
MET30714,SHIP30714,62489.16,14,Medium
MET30715,SHIP30715,30615.25,6,High
MET30716,SHIP30716,30131.06,6,Medium
MET30717,SHIP30717,7707.13,0,Low
MET30718,SHIP30718,116967.76,13,Medium
MET30719,SHIP30719,15905.2,7,High
MET30720,SHIP30720,13582.33,14,High
MET30721,SHIP30721,33558.05,8,Low
MET30722,SHIP30722,37162.71,9,High
MET30723,SHIP30723,261563.47,10,High
MET30724,SHIP30724,12211.25,6,Medium
MET30725,SHIP30725,52501.38,10,Low
MET30726,SHIP30726,12379.08,29,High
MET30727,SHIP30727,28590.69,25,Low
MET30728,SHIP30728,19564.88,47,High
MET30729,SHIP30729,25124.32,5,High
MET30730,SHIP30730,257013.18,12,Medium
MET30731,SHIP30731,17343.1,30,Medium
MET30732,SHIP30732,15364.53,17,Low
MET30733,SHIP30733,114330.28,12,High
MET30734,SHIP30734,43068.4,3,Low
MET30735,SHIP30735,13160.19,4,High
MET30736,SHIP30736,22728.66,22,High
MET30737,SHIP30737,3512.73,7,Medium
MET30738,SHIP30738,25936.96,24,High
MET30739,SHIP30739,61764.86,12,Low
MET30740,SHIP30740,9020.45,40,Low
MET30741,SHIP30741,33176.89,4,Medium
MET30742,SHIP30742,34624.63,12,High
MET30743,SHIP30743,207962.35,2,High
MET30744,SHIP30744,6242.45,17,Medium
MET30745,SHIP30745,61717.77,30,High
MET30746,SHIP30746,38554.08,25,Low
MET30747,SHIP30747,29442.47,0,High
MET30748,SHIP30748,34009.04,20,Low
MET30749,SHIP30749,19560.35,7,Medium
MET30750,SHIP30750,24995.84,2,High
MET30751,SHIP30751,9562.05,5,High
MET30752,SHIP30752,40401.57,33,High
MET30753,SHIP30753,22432.65,8,Low
MET30754,SHIP30754,316457.66,6,Low
MET30755,SHIP30755,29241.12,4,Low
MET30756,SHIP30756,21409.26,9,Low
MET30757,SHIP30757,19863.55,10,Medium
MET30758,SHIP30758,12529.92,18,Low
MET30759,SHIP30759,5617.47,32,Low
MET30760,SHIP30760,24768.67,22,Low
MET30761,SHIP30761,2715.14,22,Medium
MET30762,SHIP30762,16428.86,17,Low
MET30763,SHIP30763,3528.43,9,Low
MET30764,SHIP30764,186857.78,7,Medium
MET30765,SHIP30765,67223.13,28,Medium
MET30766,SHIP30766,5957.58,30,Low
MET30767,SHIP30767,223167.41,6,Medium
MET30768,SHIP30768,3919.25,8,High
MET30769,SHIP30769,20182.27,12,Medium
MET30770,SHIP30770,28933.71,44,High
MET30771,SHIP30771,29703.11,2,High
MET30772,SHIP30772,90670.54,15,Medium
MET30773,SHIP30773,23392.18,11,Medium
MET30774,SHIP30774,153162.37,2,Low
MET30775,SHIP30775,286859.52,16,High
MET30776,SHIP30776,18115.65,1,High
MET30777,SHIP30777,234019.97,17,Medium
MET30778,SHIP30778,310027.91,15,High
MET30779,SHIP30779,20888.84,39,Low
MET30780,SHIP30780,26319.81,13,Low
MET30781,SHIP30781,192551.46,9,High
MET30782,SHIP30782,51693.19,12,Low
MET30783,SHIP30783,13288.52,15,High
MET30784,SHIP30784,16337.59,38,High
MET30785,SHIP30785,16931.07,16,High
MET30786,SHIP30786,41293.28,32,High
MET30787,SHIP30787,30845.48,17,Medium
MET30788,SHIP30788,21838.78,30,Low
MET30789,SHIP30789,37217.26,27,High
MET30790,SHIP30790,10791.2,13,High
MET30791,SHIP30791,40195.41,44,Low
MET30792,SHIP30792,40682.0,32,High
MET30793,SHIP30793,69444.86,22,Low
MET30794,SHIP30794,22706.76,9,Low
MET30795,SHIP30795,156200.55,2,Low
MET30796,SHIP30796,21283.96,16,Low
MET30797,SHIP30797,14285.15,6,High
MET30798,SHIP30798,257887.02,30,Low
MET30799,SHIP30799,23675.79,20,High
MET30800,SHIP30800,33876.05,13,High
MET30801,SHIP30801,23940.08,7,Low
MET30802,SHIP30802,156342.9,13,High
MET30803,SHIP30803,8285.95,19,Low
MET30804,SHIP30804,28489.21,15,High
MET30805,SHIP30805,11756.29,14,Low
MET30806,SHIP30806,58650.04,47,High
MET30807,SHIP30807,29049.2,18,Low
MET30808,SHIP30808,273537.15,7,Low
MET30809,SHIP30809,10462.32,20,High
MET30810,SHIP30810,5063.33,7,Low
MET30811,SHIP30811,3137.26,16,Low
MET30812,SHIP30812,12078.39,4,High
MET30813,SHIP30813,59318.72,30,High
MET30814,SHIP30814,12120.35,14,Low
MET30815,SHIP30815,189842.91,17,High
MET30816,SHIP30816,70698.74,33,Medium
MET30817,SHIP30817,33072.47,26,High
MET30818,SHIP30818,6254.63,25,Low
MET30819,SHIP30819,59645.1,18,High
MET30820,SHIP30820,21927.99,15,Medium
MET30821,SHIP30821,3873.55,9,Medium
MET30822,SHIP30822,21612.24,4,Low
MET30823,SHIP30823,12876.34,16,Medium
MET30824,SHIP30824,16166.7,0,Medium
MET30825,SHIP30825,21205.55,12,High
MET30826,SHIP30826,40099.41,8,High
MET30827,SHIP30827,39201.18,7,Low
MET30828,SHIP30828,19816.91,14,High
MET30829,SHIP30829,14044.63,16,High
MET30830,SHIP30830,27659.77,31,Medium
MET30831,SHIP30831,31275.06,24,High
MET30832,SHIP30832,39464.12,47,Low
MET30833,SHIP30833,27797.21,15,Low
MET30834,SHIP30834,11669.07,31,Medium
MET30835,SHIP30835,13162.54,19,Medium
MET30836,SHIP30836,199333.01,38,Medium
MET30837,SHIP30837,39607.24,42,Low
MET30838,SHIP30838,11466.07,15,Low
MET30839,SHIP30839,159918.01,15,Medium
MET30840,SHIP30840,21648.12,10,Medium
MET30841,SHIP30841,38364.33,36,Medium
MET30842,SHIP30842,4087.83,15,Low
MET30843,SHIP30843,28577.77,6,Low
MET30844,SHIP30844,12888.67,14,High
MET30845,SHIP30845,122339.17,28,High
MET30846,SHIP30846,36119.2,35,Medium
MET30847,SHIP30847,25336.33,15,Low
MET30848,SHIP30848,4189.82,4,Low
MET30849,SHIP30849,34882.75,7,High
MET30850,SHIP30850,21929.61,8,Medium
MET30851,SHIP30851,17429.67,6,Medium
MET30852,SHIP30852,25872.84,1,High
MET30853,SHIP30853,28212.94,9,Low
MET30854,SHIP30854,15038.83,0,High
MET30855,SHIP30855,5772.97,22,Low
MET30856,SHIP30856,46027.9,34,Low
MET30857,SHIP30857,4769.43,2,Low
MET30858,SHIP30858,13347.08,24,Medium
MET30859,SHIP30859,5136.08,14,High
MET30860,SHIP30860,58423.43,1,High
MET30861,SHIP30861,30674.73,29,Low
MET30862,SHIP30862,30111.86,17,Low
MET30863,SHIP30863,17338.48,3,Low
MET30864,SHIP30864,36375.86,33,Low
MET30865,SHIP30865,15095.32,16,High
MET30866,SHIP30866,83657.6,15,High
MET30867,SHIP30867,49536.75,36,Medium
MET30868,SHIP30868,12296.74,35,Low
MET30869,SHIP30869,11431.58,13,Medium
MET30870,SHIP30870,29035.45,8,Low
MET30871,SHIP30871,12676.56,16,High
MET30872,SHIP30872,23928.28,29,High
MET30873,SHIP30873,16027.33,2,High
MET30874,SHIP30874,6756.35,8,Low
MET30875,SHIP30875,31388.42,23,High
MET30876,SHIP30876,19560.47,15,Low
MET30877,SHIP30877,31701.96,30,High
MET30878,SHIP30878,38396.57,31,Medium
MET30879,SHIP30879,3944.05,5,Low
MET30880,SHIP30880,7705.37,6,High
MET30881,SHIP30881,9268.22,10,Low
MET30882,SHIP30882,13119.84,5,Low
MET30883,SHIP30883,13656.76,19,High
MET30884,SHIP30884,115749.17,25,High
MET30885,SHIP30885,154166.56,0,Low
MET30886,SHIP30886,87070.34,14,High
MET30887,SHIP30887,51754.62,32,High
MET30888,SHIP30888,27721.06,0,High
MET30889,SHIP30889,237873.17,20,Medium
MET30890,SHIP30890,13817.55,21,Medium
MET30891,SHIP30891,29807.56,6,Low
MET30892,SHIP30892,31271.08,12,Low
MET30893,SHIP30893,6844.81,0,Low
MET30894,SHIP30894,12989.68,36,High
MET30895,SHIP30895,10265.97,40,Low
MET30896,SHIP30896,24232.27,15,Medium
MET30897,SHIP30897,17922.32,13,Medium
MET30898,SHIP30898,11074.93,27,Medium
MET30899,SHIP30899,195901.93,13,High
MET30900,SHIP30900,24374.21,37,Medium
MET30901,SHIP30901,6411.13,5,Medium
MET30902,SHIP30902,20978.28,8,Low
MET30903,SHIP30903,14918.96,15,Low
MET30904,SHIP30904,205019.04,1,High
MET30905,SHIP30905,16325.11,12,Medium
MET30906,SHIP30906,18815.06,6,Medium
MET30907,SHIP30907,22294.3,22,High
MET30908,SHIP30908,60518.06,24,Low
MET30909,SHIP30909,59858.69,16,Low
MET30910,SHIP30910,20288.71,0,Low
MET30911,SHIP30911,9648.88,16,High
MET30912,SHIP30912,16123.27,26,Low
MET30913,SHIP30913,16747.96,20,Low
MET30914,SHIP30914,12043.52,18,High
MET30915,SHIP30915,6161.06,25,High
MET30916,SHIP30916,8305.12,18,Low
MET30917,SHIP30917,5873.03,39,High
MET30918,SHIP30918,24252.79,21,Low
MET30919,SHIP30919,100853.7,31,Medium
MET30920,SHIP30920,20763.19,5,High
MET30921,SHIP30921,25885.48,36,Low
MET30922,SHIP30922,12218.29,5,Medium
MET30923,SHIP30923,9612.06,2,Low
MET30924,SHIP30924,15606.47,7,High
MET30925,SHIP30925,18982.95,27,High
MET30926,SHIP30926,10307.48,8,Low
MET30927,SHIP30927,24509.17,20,Medium
MET30928,SHIP30928,43843.33,13,Low
MET30929,SHIP30929,24210.93,6,High
MET30930,SHIP30930,14931.19,3,High
MET30931,SHIP30931,20778.33,17,High
MET30932,SHIP30932,26301.02,10,Medium
MET30933,SHIP30933,13143.9,8,Low
MET30934,SHIP30934,14275.31,11,High
MET30935,SHIP30935,16958.91,8,High
MET30936,SHIP30936,22583.55,25,High
MET30937,SHIP30937,4627.5,8,Low
MET30938,SHIP30938,13458.79,15,Medium
MET30939,SHIP30939,9044.38,5,Medium
MET30940,SHIP30940,10554.62,13,High
MET30941,SHIP30941,7068.24,9,Low
MET30942,SHIP30942,24460.19,20,Medium
MET30943,SHIP30943,27282.03,25,Medium
MET30944,SHIP30944,24244.15,4,Medium
MET30945,SHIP30945,11801.24,14,Medium
MET30946,SHIP30946,11160.88,11,Low
MET30947,SHIP30947,4093.98,9,High
MET30948,SHIP30948,23069.15,12,Low
MET30949,SHIP30949,29705.49,11,Medium
MET30950,SHIP30950,25225.17,20,High
MET30951,SHIP30951,12316.28,16,Medium
MET30952,SHIP30952,58231.77,2,Low
MET30953,SHIP30953,27267.75,13,High
MET30954,SHIP30954,13566.43,0,High
MET30955,SHIP30955,9528.99,3,Medium
MET30956,SHIP30956,2697.71,3,Low
MET30957,SHIP30957,26817.02,10,Low
MET30958,SHIP30958,36165.71,33,High
MET30959,SHIP30959,14813.89,33,Low
MET30960,SHIP30960,34982.13,17,Medium
MET30961,SHIP30961,8014.06,9,Low
MET30962,SHIP30962,57940.86,21,Medium
MET30963,SHIP30963,13674.68,12,Low
MET30964,SHIP30964,25207.22,1,Medium
MET30965,SHIP30965,24997.71,42,Medium
MET30966,SHIP30966,19034.3,16,High
MET30967,SHIP30967,27346.71,25,High
MET30968,SHIP30968,5627.12,6,Low
MET30969,SHIP30969,23727.67,12,Medium
MET30970,SHIP30970,293570.18,2,High
MET30971,SHIP30971,280778.12,20,High
MET30972,SHIP30972,15279.39,25,Low
MET30973,SHIP30973,151421.94,31,High
MET30974,SHIP30974,71035.07,16,Medium
MET30975,SHIP30975,28193.41,37,Low
MET30976,SHIP30976,8426.35,16,Low
MET30977,SHIP30977,237817.74,14,High
MET30978,SHIP30978,3899.58,1,High
MET30979,SHIP30979,27987.81,22,Low
MET30980,SHIP30980,37139.62,8,Medium
MET30981,SHIP30981,14101.54,7,Low
MET30982,SHIP30982,20922.35,6,Medium
MET30983,SHIP30983,62956.21,31,Medium
MET30984,SHIP30984,14275.56,18,Medium
MET30985,SHIP30985,62801.73,31,Low
MET30986,SHIP30986,35091.67,27,Low
MET30987,SHIP30987,20310.5,9,High
MET30988,SHIP30988,9114.96,7,High
MET30989,SHIP30989,236629.06,0,Medium
MET30990,SHIP30990,25251.22,8,High
MET30991,SHIP30991,26005.88,31,Medium
MET30992,SHIP30992,9402.4,8,High
MET30993,SHIP30993,8779.91,4,Medium
MET30994,SHIP30994,9918.81,18,Medium
MET30995,SHIP30995,16377.04,9,Medium
MET30996,SHIP30996,8950.85,15,Medium
MET30997,SHIP30997,14587.98,15,Low
MET30998,SHIP30998,25819.94,4,High
MET30999,SHIP30999,5984.95,13,Medium
MET31000,SHIP31000,23737.51,17,Medium
MET31001,SHIP31001,34343.23,13,High
MET31002,SHIP31002,16388.57,9,High
MET31003,SHIP31003,17032.41,9,Low
MET31004,SHIP31004,7524.81,18,Low
MET31005,SHIP31005,16001.15,10,Low
MET31006,SHIP31006,7598.01,17,Medium
MET31007,SHIP31007,16956.18,16,High
MET31008,SHIP31008,29326.22,23,Medium
MET31009,SHIP31009,19599.69,15,Medium
MET31010,SHIP31010,3519.98,12,Medium
MET31011,SHIP31011,22182.46,6,Low
MET31012,SHIP31012,17867.86,2,Low
MET31013,SHIP31013,35608.17,18,Low
MET31014,SHIP31014,37106.09,33,Medium
MET31015,SHIP31015,18990.74,0,Medium
MET31016,SHIP31016,28374.83,1,High
MET31017,SHIP31017,23132.47,5,Low
MET31018,SHIP31018,33776.5,5,High
MET31019,SHIP31019,52182.29,32,Medium
MET31020,SHIP31020,9663.32,7,Medium
MET31021,SHIP31021,20346.06,4,Low
MET31022,SHIP31022,23223.58,11,Low
MET31023,SHIP31023,11695.49,13,High
MET31024,SHIP31024,31826.87,31,Medium
MET31025,SHIP31025,25868.53,12,Low
MET31026,SHIP31026,17247.78,2,High
MET31027,SHIP31027,174276.83,5,Medium
MET31028,SHIP31028,68593.21,31,High
MET31029,SHIP31029,24896.18,16,Medium
MET31030,SHIP31030,8774.58,6,High
MET31031,SHIP31031,22209.7,14,Medium
MET31032,SHIP31032,6128.59,2,Low
MET31033,SHIP31033,32113.63,25,High
MET31034,SHIP31034,288482.45,6,High
MET31035,SHIP31035,4609.46,14,High
MET31036,SHIP31036,18168.13,5,High
MET31037,SHIP31037,53394.67,17,Low
MET31038,SHIP31038,19559.49,13,High
MET31039,SHIP31039,72739.85,32,Medium
MET31040,SHIP31040,10822.03,9,Low
MET31041,SHIP31041,43140.7,5,Medium
MET31042,SHIP31042,45220.72,7,Low
MET31043,SHIP31043,27751.88,15,High
MET31044,SHIP31044,39501.27,9,High
MET31045,SHIP31045,15610.9,9,High
MET31046,SHIP31046,193375.44,6,High
MET31047,SHIP31047,28202.29,8,Low
MET31048,SHIP31048,220092.87,32,High
MET31049,SHIP31049,32112.04,3,High
MET31050,SHIP31050,2980.02,18,High
MET31051,SHIP31051,26109.97,14,Medium
MET31052,SHIP31052,11607.01,1,Low
MET31053,SHIP31053,22409.65,13,Medium
MET31054,SHIP31054,211105.85,16,High
MET31055,SHIP31055,8351.02,12,Medium
MET31056,SHIP31056,16627.38,14,High
MET31057,SHIP31057,30918.1,16,High
MET31058,SHIP31058,18813.03,9,Medium
MET31059,SHIP31059,25194.01,33,Medium
MET31060,SHIP31060,11660.82,13,Low
MET31061,SHIP31061,28097.77,31,Low
MET31062,SHIP31062,21310.7,5,Medium
MET31063,SHIP31063,12924.18,1,Medium
MET31064,SHIP31064,15183.15,18,High
MET31065,SHIP31065,7436.44,2,Low
MET31066,SHIP31066,203843.69,5,Medium
MET31067,SHIP31067,5626.77,1,High
MET31068,SHIP31068,31299.98,15,Low
MET31069,SHIP31069,165656.26,6,High
MET31070,SHIP31070,35721.86,6,Medium
MET31071,SHIP31071,39628.8,50,Low
MET31072,SHIP31072,14421.08,13,Medium
MET31073,SHIP31073,4172.12,9,Low
MET31074,SHIP31074,25741.13,6,High
MET31075,SHIP31075,11385.45,5,Low
MET31076,SHIP31076,9375.43,16,High
MET31077,SHIP31077,31216.26,16,Medium
MET31078,SHIP31078,5685.13,15,Low
MET31079,SHIP31079,12593.27,26,High
MET31080,SHIP31080,18497.85,0,Low
MET31081,SHIP31081,30052.65,16,Medium
MET31082,SHIP31082,6700.61,7,Low
MET31083,SHIP31083,9250.07,12,Medium
MET31084,SHIP31084,13499.24,9,Low
MET31085,SHIP31085,63391.06,40,High
MET31086,SHIP31086,27170.1,37,Low
MET31087,SHIP31087,41306.79,22,High
MET31088,SHIP31088,290494.33,23,High
MET31089,SHIP31089,5167.77,25,Low
MET31090,SHIP31090,25650.02,28,High
MET31091,SHIP31091,3169.43,5,Low
MET31092,SHIP31092,13737.68,8,High
MET31093,SHIP31093,225802.26,12,Low
MET31094,SHIP31094,201603.37,5,High
MET31095,SHIP31095,86995.03,13,Low
MET31096,SHIP31096,65849.41,33,High
MET31097,SHIP31097,233580.32,8,Low
MET31098,SHIP31098,26975.21,17,Medium
MET31099,SHIP31099,14025.52,5,High
MET31100,SHIP31100,15939.8,6,Low
MET31101,SHIP31101,180891.01,1,Low
MET31102,SHIP31102,25217.62,8,High
MET31103,SHIP31103,9954.36,28,High
MET31104,SHIP31104,4346.34,5,Low
MET31105,SHIP31105,34327.35,37,Low
MET31106,SHIP31106,275541.61,36,Low
MET31107,SHIP31107,11556.8,10,High
MET31108,SHIP31108,20479.74,14,Medium
MET31109,SHIP31109,8267.27,24,Medium
MET31110,SHIP31110,199818.18,16,High
MET31111,SHIP31111,27344.6,34,Low
MET31112,SHIP31112,6669.27,15,High
MET31113,SHIP31113,28717.57,15,Low
MET31114,SHIP31114,24560.9,20,Medium
MET31115,SHIP31115,163702.89,5,High
MET31116,SHIP31116,211857.74,16,Medium
MET31117,SHIP31117,7019.19,14,Medium
MET31118,SHIP31118,286753.22,12,High
MET31119,SHIP31119,18477.67,13,Medium
MET31120,SHIP31120,25893.74,13,Medium
MET31121,SHIP31121,18113.47,29,High
MET31122,SHIP31122,12757.91,15,Medium
MET31123,SHIP31123,8819.7,18,High
MET31124,SHIP31124,172188.98,2,High
MET31125,SHIP31125,10490.11,5,Low
MET31126,SHIP31126,12466.84,6,Low
MET31127,SHIP31127,29659.02,16,High
MET31128,SHIP31128,15960.72,10,Low
MET31129,SHIP31129,6749.9,23,Medium
MET31130,SHIP31130,38815.53,27,Medium
MET31131,SHIP31131,177349.77,15,Medium
MET31132,SHIP31132,2590.52,6,Medium
MET31133,SHIP31133,11623.61,6,Medium
MET31134,SHIP31134,13821.9,13,Low
MET31135,SHIP31135,10750.63,1,Low
MET31136,SHIP31136,29540.21,18,High
MET31137,SHIP31137,12471.08,16,Low
MET31138,SHIP31138,31046.04,27,Low
MET31139,SHIP31139,7058.22,33,Low
MET31140,SHIP31140,11038.71,9,High
MET31141,SHIP31141,17208.4,14,Low
MET31142,SHIP31142,23385.54,40,High
MET31143,SHIP31143,4389.04,14,Low
MET31144,SHIP31144,19319.83,14,Low
MET31145,SHIP31145,33367.78,35,Medium
MET31146,SHIP31146,50907.65,15,Low
MET31147,SHIP31147,21321.12,21,Medium
MET31148,SHIP31148,9782.28,29,High
MET31149,SHIP31149,19232.79,8,Low
