External_ID,Shipment_ID,Weather_Condition,Traffic_Level,Port_Congestion,Holiday_Flag
EXT26365,SHIP26365,Sunny,Medium,No,No
EXT26366,SHIP26366,Sunny,High,No,No
EXT26367,SHIP26367,Sunny,Low,No,No
EXT26368,SHIP26368,Rainy,Medium,No,No
EXT26369,SHIP26369,Cloudy,High,No,No
EXT26370,SHIP26370,Rainy,Medium,No,No
EXT26371,SHIP26371,Rainy,High,No,No
EXT26372,SHIP26372,Sunny,High,No,No
EXT26373,SHIP26373,Storm,Low,No,No
EXT26374,SHIP26374,Cloudy,Medium,Yes,No
EXT26375,SHIP26375,Rainy,Low,No,No
EXT26376,SHIP26376,Sunny,Medium,No,No
EXT26377,SHIP26377,Sunny,High,No,No
EXT26378,SHIP26378,Cloudy,Low,No,No
EXT26379,SHIP26379,Sunny,Low,No,No
EXT26380,SHIP26380,Fog,Low,No,No
EXT26381,SHIP26381,Fog,High,No,No
EXT26382,SHIP26382,Rainy,Medium,No,Yes
EXT26383,SHIP26383,Rainy,Low,No,No
EXT26384,SHIP26384,Rainy,High,No,No
EXT26385,SHIP26385,Sunny,Low,No,No
EXT26386,SHIP26386,Cloudy,Medium,No,No
EXT26387,SHIP26387,Sunny,Low,No,No
EXT26388,SHIP26388,Rainy,High,No,No
EXT26389,SHIP26389,Rainy,High,No,No
EXT26390,SHIP26390,Rainy,High,No,No
EXT26391,SHIP26391,Fog,Low,Yes,No
EXT26392,SHIP26392,Rainy,Medium,No,No
EXT26393,SHIP26393,Sunny,Medium,No,No
EXT26394,SHIP26394,Sunny,Low,No,No
EXT26395,SHIP26395,Rainy,Medium,No,No
EXT26396,SHIP26396,Sunny,Low,No,No
EXT26397,SHIP26397,Cloudy,Medium,No,No
EXT26398,SHIP26398,Cloudy,Low,No,No
EXT26399,SHIP26399,Sunny,High,No,No
EXT26400,SHIP26400,Rainy,Medium,No,No
EXT26401,SHIP26401,Sunny,High,No,No
EXT26402,SHIP26402,Rainy,High,No,No
EXT26403,SHIP26403,Cloudy,High,No,No
EXT26404,SHIP26404,Sunny,Medium,Yes,No
EXT26405,SHIP26405,Sunny,High,No,Yes
EXT26406,SHIP26406,Cloudy,High,No,No
EXT26407,SHIP26407,Rainy,Medium,No,No
EXT26408,SHIP26408,Sunny,Medium,No,No
EXT26409,SHIP26409,Rainy,High,No,No
EXT26410,SHIP26410,Cloudy,Medium,No,No
EXT26411,SHIP26411,Sunny,High,No,No
EXT26412,SHIP26412,Cloudy,Low,No,No
EXT26413,SHIP26413,Sunny,Medium,No,No
EXT26414,SHIP26414,Sunny,Medium,No,No
EXT26415,SHIP26415,Sunny,Medium,Yes,No
EXT26416,SHIP26416,Sunny,High,No,No
EXT26417,SHIP26417,Fog,High,No,No
EXT26418,SHIP26418,Cloudy,Low,No,No
EXT26419,SHIP26419,Sunny,High,No,No
EXT26420,SHIP26420,Rainy,Medium,No,No
EXT26421,SHIP26421,Cloudy,Low,No,No
EXT26422,SHIP26422,Sunny,Low,Yes,Yes
EXT26423,SHIP26423,Rainy,High,No,No
EXT26424,SHIP26424,Storm,Medium,No,No
EXT26425,SHIP26425,Sunny,High,No,No
EXT26426,SHIP26426,Sunny,Medium,No,No
EXT26427,SHIP26427,Sunny,Low,No,No
EXT26428,SHIP26428,Sunny,Medium,No,No
EXT26429,SHIP26429,Cloudy,Medium,No,No
EXT26430,SHIP26430,Rainy,Medium,No,No
EXT26431,SHIP26431,Cloudy,Low,No,No
EXT26432,SHIP26432,Cloudy,Low,No,No
EXT26433,SHIP26433,Cloudy,Low,No,No
EXT26434,SHIP26434,Rainy,Low,No,No
EXT26435,SHIP26435,Sunny,Low,No,No
EXT26436,SHIP26436,Cloudy,Low,No,No
EXT26437,SHIP26437,Rainy,Low,Yes,No
EXT26438,SHIP26438,Storm,Medium,No,No
EXT26439,SHIP26439,Fog,Medium,No,No
EXT26440,SHIP26440,Cloudy,Low,No,No
EXT26441,SHIP26441,Cloudy,High,No,No
EXT26442,SHIP26442,Sunny,Medium,No,No
EXT26443,SHIP26443,Sunny,Medium,No,No
EXT26444,SHIP26444,Storm,Medium,No,No
EXT26445,SHIP26445,Sunny,Medium,No,No
EXT26446,SHIP26446,Sunny,Medium,Yes,No
EXT26447,SHIP26447,Storm,High,Yes,No
EXT26448,SHIP26448,Cloudy,Medium,No,No
EXT26449,SHIP26449,Sunny,Low,No,No
EXT26450,SHIP26450,Storm,Low,No,No
EXT26451,SHIP26451,Rainy,Medium,No,No
EXT26452,SHIP26452,Storm,High,No,No
EXT26453,SHIP26453,Fog,Low,No,No
EXT26454,SHIP26454,Sunny,High,No,Yes
EXT26455,SHIP26455,Sunny,Medium,No,No
EXT26456,SHIP26456,Rainy,Medium,No,No
EXT26457,SHIP26457,Sunny,Medium,No,No
EXT26458,SHIP26458,Cloudy,Low,No,No
EXT26459,SHIP26459,Fog,Medium,No,No
EXT26460,SHIP26460,Fog,High,No,No
EXT26461,SHIP26461,Storm,Medium,No,No
EXT26462,SHIP26462,Sunny,Low,No,No
EXT26463,SHIP26463,Rainy,Medium,No,No
EXT26464,SHIP26464,Sunny,High,No,No
EXT26465,SHIP26465,Sunny,Medium,Yes,No
EXT26466,SHIP26466,Sunny,Medium,No,No
EXT26467,SHIP26467,Fog,Medium,No,No
EXT26468,SHIP26468,Sunny,Medium,No,No
EXT26469,SHIP26469,Fog,Low,No,Yes
EXT26470,SHIP26470,Storm,Medium,No,No
EXT26471,SHIP26471,Sunny,High,No,Yes
EXT26472,SHIP26472,Sunny,Low,No,No
EXT26473,SHIP26473,Sunny,Low,No,No
EXT26474,SHIP26474,Rainy,Medium,No,No
EXT26475,SHIP26475,Rainy,Medium,No,No
EXT26476,SHIP26476,Sunny,Medium,No,No
EXT26477,SHIP26477,Sunny,Low,No,No
EXT26478,SHIP26478,Sunny,Medium,No,No
EXT26479,SHIP26479,Storm,Medium,No,No
EXT26480,SHIP26480,Rainy,Medium,No,Yes
EXT26481,SHIP26481,Sunny,Medium,No,No
EXT26482,SHIP26482,Fog,High,No,No
EXT26483,SHIP26483,Rainy,Low,No,No
EXT26484,SHIP26484,Fog,Low,No,Yes
EXT26485,SHIP26485,Rainy,Medium,No,No
EXT26486,SHIP26486,Sunny,High,No,No
EXT26487,SHIP26487,Rainy,High,No,No
EXT26488,SHIP26488,Rainy,Medium,No,No
EXT26489,SHIP26489,Rainy,Medium,No,No
EXT26490,SHIP26490,Sunny,High,No,Yes
EXT26491,SHIP26491,Cloudy,Medium,No,No
EXT26492,SHIP26492,Fog,High,No,Yes
EXT26493,SHIP26493,Sunny,High,No,No
EXT26494,SHIP26494,Cloudy,High,No,Yes
EXT26495,SHIP26495,Storm,Medium,No,No
EXT26496,SHIP26496,Storm,High,No,No
EXT26497,SHIP26497,Storm,Low,No,No
EXT26498,SHIP26498,Rainy,Medium,No,No
EXT26499,SHIP26499,Rainy,Low,No,No
EXT26500,SHIP26500,Sunny,Medium,No,No
EXT26501,SHIP26501,Cloudy,Medium,No,No
EXT26502,SHIP26502,Cloudy,Low,No,No
EXT26503,SHIP26503,Cloudy,Medium,No,No
EXT26504,SHIP26504,Sunny,High,No,No
EXT26505,SHIP26505,Sunny,Medium,No,No
EXT26506,SHIP26506,Rainy,Low,No,No
EXT26507,SHIP26507,Storm,High,No,No
EXT26508,SHIP26508,Rainy,High,No,No
EXT26509,SHIP26509,Sunny,Medium,No,No
EXT26510,SHIP26510,Rainy,Medium,No,No
EXT26511,SHIP26511,Sunny,Low,No,No
EXT26512,SHIP26512,Rainy,Medium,No,No
EXT26513,SHIP26513,Sunny,Low,No,No
EXT26514,SHIP26514,Storm,High,Yes,No
EXT26515,SHIP26515,Cloudy,Medium,No,No
EXT26516,SHIP26516,Sunny,High,No,No
EXT26517,SHIP26517,Rainy,High,No,Yes
EXT26518,SHIP26518,Sunny,High,No,No
EXT26519,SHIP26519,Storm,Low,No,No
EXT26520,SHIP26520,Rainy,Medium,Yes,Yes
EXT26521,SHIP26521,Rainy,Medium,No,No
EXT26522,SHIP26522,Sunny,Low,No,No
EXT26523,SHIP26523,Storm,Medium,No,No
EXT26524,SHIP26524,Cloudy,Medium,No,No
EXT26525,SHIP26525,Sunny,Medium,No,No
EXT26526,SHIP26526,Sunny,High,No,No
EXT26527,SHIP26527,Fog,Medium,No,No
EXT26528,SHIP26528,Fog,High,No,No
EXT26529,SHIP26529,Cloudy,High,No,No
EXT26530,SHIP26530,Sunny,High,No,No
EXT26531,SHIP26531,Sunny,Low,No,No
EXT26532,SHIP26532,Storm,Low,No,No
EXT26533,SHIP26533,Sunny,High,No,No
EXT26534,SHIP26534,Rainy,Low,No,No
EXT26535,SHIP26535,Sunny,Medium,No,No
EXT26536,SHIP26536,Sunny,Medium,No,No
EXT26537,SHIP26537,Sunny,Low,No,No
EXT26538,SHIP26538,Storm,Medium,No,No
EXT26539,SHIP26539,Sunny,Medium,No,No
EXT26540,SHIP26540,Sunny,Low,No,No
EXT26541,SHIP26541,Sunny,Low,No,No
EXT26542,SHIP26542,Sunny,Low,No,No
EXT26543,SHIP26543,Cloudy,Low,No,No
EXT26544,SHIP26544,Rainy,Low,No,No
EXT26545,SHIP26545,Sunny,Medium,No,No
EXT26546,SHIP26546,Cloudy,Medium,No,No
EXT26547,SHIP26547,Sunny,Medium,No,No
EXT26548,SHIP26548,Sunny,Low,No,No
EXT26549,SHIP26549,Sunny,High,No,Yes
EXT26550,SHIP26550,Sunny,Medium,No,No
EXT26551,SHIP26551,Rainy,High,No,No
EXT26552,SHIP26552,Sunny,Low,No,No
EXT26553,SHIP26553,Sunny,Low,No,No
EXT26554,SHIP26554,Fog,Medium,No,No
EXT26555,SHIP26555,Cloudy,Medium,No,No
EXT26556,SHIP26556,Cloudy,Low,No,No
EXT26557,SHIP26557,Rainy,High,No,No
EXT26558,SHIP26558,Cloudy,Medium,Yes,No
EXT26559,SHIP26559,Sunny,Medium,No,No
EXT26560,SHIP26560,Rainy,High,No,No
EXT26561,SHIP26561,Sunny,Medium,No,No
EXT26562,SHIP26562,Storm,Medium,No,No
EXT26563,SHIP26563,Fog,Medium,No,No
EXT26564,SHIP26564,Cloudy,Low,No,No
EXT26565,SHIP26565,Rainy,Medium,No,No
EXT26566,SHIP26566,Storm,Medium,No,No
EXT26567,SHIP26567,Sunny,High,No,No
EXT26568,SHIP26568,Cloudy,Low,No,Yes
EXT26569,SHIP26569,Rainy,Low,No,No
EXT26570,SHIP26570,Rainy,High,No,No
EXT26571,SHIP26571,Storm,Medium,No,No
EXT26572,SHIP26572,Fog,Medium,No,No
EXT26573,SHIP26573,Cloudy,Low,No,No
EXT26574,SHIP26574,Sunny,Medium,No,No
EXT26575,SHIP26575,Sunny,Low,No,No
EXT26576,SHIP26576,Sunny,High,No,No
EXT26577,SHIP26577,Fog,Medium,No,No
EXT26578,SHIP26578,Sunny,High,No,No
EXT26579,SHIP26579,Sunny,Medium,No,No
EXT26580,SHIP26580,Sunny,High,No,No
EXT26581,SHIP26581,Sunny,Low,No,No
EXT26582,SHIP26582,Cloudy,Low,No,No
EXT26583,SHIP26583,Cloudy,Low,No,No
EXT26584,SHIP26584,Sunny,High,No,No
EXT26585,SHIP26585,Rainy,Medium,No,No
EXT26586,SHIP26586,Cloudy,Low,No,No
EXT26587,SHIP26587,Sunny,Low,No,No
EXT26588,SHIP26588,Sunny,High,No,No
EXT26589,SHIP26589,Sunny,Medium,No,No
EXT26590,SHIP26590,Fog,Low,No,No
EXT26591,SHIP26591,Storm,High,No,No
EXT26592,SHIP26592,Cloudy,Low,No,No
EXT26593,SHIP26593,Rainy,Medium,No,No
EXT26594,SHIP26594,Sunny,High,No,No
EXT26595,SHIP26595,Storm,Medium,No,No
EXT26596,SHIP26596,Sunny,Low,No,No
EXT26597,SHIP26597,Cloudy,Low,No,No
EXT26598,SHIP26598,Rainy,High,No,No
EXT26599,SHIP26599,Sunny,Low,No,No
EXT26600,SHIP26600,Cloudy,Medium,No,No
EXT26601,SHIP26601,Fog,High,No,No
EXT26602,SHIP26602,Cloudy,High,No,Yes
EXT26603,SHIP26603,Sunny,Medium,No,No
EXT26604,SHIP26604,Cloudy,Medium,No,No
EXT26605,SHIP26605,Storm,Low,No,No
EXT26606,SHIP26606,Sunny,Medium,No,No
EXT26607,SHIP26607,Rainy,High,No,No
EXT26608,SHIP26608,Storm,Medium,No,No
EXT26609,SHIP26609,Fog,Low,Yes,Yes
EXT26610,SHIP26610,Rainy,Medium,No,No
EXT26611,SHIP26611,Sunny,High,No,No
EXT26612,SHIP26612,Storm,Medium,No,Yes
EXT26613,SHIP26613,Fog,Low,No,Yes
EXT26614,SHIP26614,Sunny,Medium,No,No
EXT26615,SHIP26615,Rainy,Medium,No,Yes
EXT26616,SHIP26616,Cloudy,High,No,No
EXT26617,SHIP26617,Cloudy,Low,Yes,No
EXT26618,SHIP26618,Rainy,High,Yes,No
EXT26619,SHIP26619,Sunny,Low,No,No
EXT26620,SHIP26620,Cloudy,Medium,No,Yes
EXT26621,SHIP26621,Rainy,Medium,No,No
EXT26622,SHIP26622,Cloudy,Medium,No,No
EXT26623,SHIP26623,Sunny,High,No,No
EXT26624,SHIP26624,Rainy,Medium,Yes,No
EXT26625,SHIP26625,Sunny,Medium,No,No
EXT26626,SHIP26626,Sunny,Medium,No,No
EXT26627,SHIP26627,Storm,High,No,No
EXT26628,SHIP26628,Sunny,High,No,No
EXT26629,SHIP26629,Rainy,Low,No,No
EXT26630,SHIP26630,Storm,Medium,No,No
EXT26631,SHIP26631,Rainy,Medium,No,No
EXT26632,SHIP26632,Sunny,Medium,No,No
EXT26633,SHIP26633,Fog,Medium,No,No
EXT26634,SHIP26634,Fog,High,No,No
EXT26635,SHIP26635,Sunny,Low,No,Yes
EXT26636,SHIP26636,Sunny,Medium,No,No
EXT26637,SHIP26637,Rainy,Medium,No,No
EXT26638,SHIP26638,Sunny,Low,No,No
EXT26639,SHIP26639,Cloudy,High,No,No
EXT26640,SHIP26640,Sunny,Low,No,No
EXT26641,SHIP26641,Storm,Medium,No,No
EXT26642,SHIP26642,Rainy,Medium,No,No
EXT26643,SHIP26643,Rainy,Low,Yes,No
EXT26644,SHIP26644,Sunny,Low,No,No
EXT26645,SHIP26645,Fog,High,No,No
EXT26646,SHIP26646,Sunny,High,No,No
EXT26647,SHIP26647,Sunny,Low,No,No
EXT26648,SHIP26648,Sunny,High,No,No
EXT26649,SHIP26649,Storm,Low,No,No
EXT26650,SHIP26650,Cloudy,Medium,No,No
EXT26651,SHIP26651,Cloudy,Low,No,No
EXT26652,SHIP26652,Sunny,Medium,No,No
EXT26653,SHIP26653,Sunny,High,No,Yes
EXT26654,SHIP26654,Sunny,Low,No,No
EXT26655,SHIP26655,Sunny,High,No,No
EXT26656,SHIP26656,Sunny,Low,No,No
EXT26657,SHIP26657,Cloudy,Medium,No,No
EXT26658,SHIP26658,Sunny,Low,No,No
EXT26659,SHIP26659,Fog,Medium,No,Yes
EXT26660,SHIP26660,Sunny,High,Yes,No
EXT26661,SHIP26661,Sunny,Medium,No,No
EXT26662,SHIP26662,Cloudy,High,No,No
EXT26663,SHIP26663,Sunny,Medium,No,No
EXT26664,SHIP26664,Storm,Low,No,No
EXT26665,SHIP26665,Rainy,Low,No,No
EXT26666,SHIP26666,Cloudy,High,No,No
EXT26667,SHIP26667,Sunny,Low,No,No
EXT26668,SHIP26668,Storm,Medium,No,No
EXT26669,SHIP26669,Rainy,Low,No,No
EXT26670,SHIP26670,Fog,Medium,No,No
EXT26671,SHIP26671,Storm,Low,No,No
EXT26672,SHIP26672,Sunny,Low,No,No
EXT26673,SHIP26673,Sunny,High,No,No
EXT26674,SHIP26674,Storm,Medium,No,No
EXT26675,SHIP26675,Rainy,Medium,No,Yes
EXT26676,SHIP26676,Sunny,Low,No,No
EXT26677,SHIP26677,Rainy,Low,No,No
EXT26678,SHIP26678,Cloudy,Medium,No,No
EXT26679,SHIP26679,Cloudy,Medium,No,No
EXT26680,SHIP26680,Cloudy,High,No,Yes
EXT26681,SHIP26681,Fog,Medium,No,No
EXT26682,SHIP26682,Sunny,Medium,No,No
EXT26683,SHIP26683,Cloudy,Low,No,No
EXT26684,SHIP26684,Cloudy,Low,No,No
EXT26685,SHIP26685,Storm,High,No,No
EXT26686,SHIP26686,Fog,High,No,No
EXT26687,SHIP26687,Sunny,High,No,No
EXT26688,SHIP26688,Sunny,High,No,No
EXT26689,SHIP26689,Fog,Medium,No,No
EXT26690,SHIP26690,Storm,High,Yes,Yes
EXT26691,SHIP26691,Rainy,High,No,No
EXT26692,SHIP26692,Cloudy,Medium,No,No
EXT26693,SHIP26693,Storm,Low,No,No
EXT26694,SHIP26694,Sunny,High,No,Yes
EXT26695,SHIP26695,Rainy,High,No,No
EXT26696,SHIP26696,Sunny,Low,No,No
EXT26697,SHIP26697,Rainy,Low,No,No
EXT26698,SHIP26698,Fog,Medium,No,No
EXT26699,SHIP26699,Rainy,Low,No,No
EXT26700,SHIP26700,Fog,Low,No,No
EXT26701,SHIP26701,Sunny,Low,No,No
EXT26702,SHIP26702,Storm,Medium,No,No
EXT26703,SHIP26703,Rainy,Low,No,No
EXT26704,SHIP26704,Sunny,High,No,No
EXT26705,SHIP26705,Sunny,Medium,No,No
EXT26706,SHIP26706,Rainy,High,No,No
EXT26707,SHIP26707,Sunny,High,No,No
EXT26708,SHIP26708,Cloudy,Low,No,No
EXT26709,SHIP26709,Rainy,Medium,No,No
EXT26710,SHIP26710,Cloudy,High,No,No
EXT26711,SHIP26711,Sunny,Medium,No,Yes
EXT26712,SHIP26712,Sunny,Medium,No,Yes
EXT26713,SHIP26713,Cloudy,High,No,No
EXT26714,SHIP26714,Sunny,Low,No,No
EXT26715,SHIP26715,Cloudy,Medium,No,No
EXT26716,SHIP26716,Sunny,Medium,No,No
EXT26717,SHIP26717,Rainy,Medium,No,No
EXT26718,SHIP26718,Sunny,Medium,No,No
EXT26719,SHIP26719,Storm,Low,No,No
EXT26720,SHIP26720,Cloudy,Low,No,No
EXT26721,SHIP26721,Sunny,Medium,No,No
EXT26722,SHIP26722,Rainy,Medium,No,No
EXT26723,SHIP26723,Cloudy,High,No,Yes
EXT26724,SHIP26724,Rainy,Medium,No,No
EXT26725,SHIP26725,Cloudy,Low,No,No
EXT26726,SHIP26726,Sunny,Medium,No,No
EXT26727,SHIP26727,Rainy,Low,No,No
EXT26728,SHIP26728,Sunny,Low,No,No
EXT26729,SHIP26729,Sunny,High,No,No
EXT26730,SHIP26730,Storm,Medium,No,Yes
EXT26731,SHIP26731,Rainy,Medium,No,No
EXT26732,SHIP26732,Storm,Medium,No,No
EXT26733,SHIP26733,Storm,High,No,No
EXT26734,SHIP26734,Cloudy,Medium,No,No
EXT26735,SHIP26735,Rainy,Low,No,No
EXT26736,SHIP26736,Cloudy,High,Yes,Yes
EXT26737,SHIP26737,Cloudy,High,No,No
EXT26738,SHIP26738,Sunny,Medium,No,No
EXT26739,SHIP26739,Cloudy,High,No,No
EXT26740,SHIP26740,Rainy,High,No,No
EXT26741,SHIP26741,Cloudy,Medium,No,No
EXT26742,SHIP26742,Sunny,High,No,No
EXT26743,SHIP26743,Rainy,Medium,No,No
EXT26744,SHIP26744,Fog,Medium,No,No
EXT26745,SHIP26745,Cloudy,High,No,No
EXT26746,SHIP26746,Sunny,Medium,Yes,No
EXT26747,SHIP26747,Rainy,Medium,No,No
EXT26748,SHIP26748,Storm,Low,No,No
EXT26749,SHIP26749,Sunny,High,No,No
EXT26750,SHIP26750,Rainy,High,No,No
EXT26751,SHIP26751,Cloudy,Medium,No,No
EXT26752,SHIP26752,Sunny,Medium,No,No
EXT26753,SHIP26753,Sunny,Low,Yes,Yes
EXT26754,SHIP26754,Rainy,Low,Yes,No
EXT26755,SHIP26755,Storm,High,No,Yes
EXT26756,SHIP26756,Storm,High,Yes,No
EXT26757,SHIP26757,Sunny,Medium,No,No
EXT26758,SHIP26758,Cloudy,High,No,No
EXT26759,SHIP26759,Rainy,Low,Yes,No
EXT26760,SHIP26760,Sunny,Medium,No,No
EXT26761,SHIP26761,Sunny,High,No,No
EXT26762,SHIP26762,Cloudy,Medium,No,No
EXT26763,SHIP26763,Cloudy,Medium,No,No
EXT26764,SHIP26764,Sunny,Medium,No,No
EXT26765,SHIP26765,Sunny,Medium,No,No
EXT26766,SHIP26766,Sunny,Low,No,No
EXT26767,SHIP26767,Sunny,High,No,No
EXT26768,SHIP26768,Rainy,Low,No,No
EXT26769,SHIP26769,Sunny,Medium,No,No
EXT26770,SHIP26770,Rainy,High,No,No
EXT26771,SHIP26771,Sunny,Medium,No,No
EXT26772,SHIP26772,Fog,Low,No,No
EXT26773,SHIP26773,Storm,High,No,No
EXT26774,SHIP26774,Cloudy,Medium,No,No
EXT26775,SHIP26775,Rainy,Medium,No,No
EXT26776,SHIP26776,Cloudy,Low,Yes,No
EXT26777,SHIP26777,Fog,Low,No,No
EXT26778,SHIP26778,Sunny,Medium,No,No
EXT26779,SHIP26779,Sunny,Medium,No,No
EXT26780,SHIP26780,Fog,Medium,No,No
EXT26781,SHIP26781,Cloudy,Medium,No,No
EXT26782,SHIP26782,Fog,High,No,No
EXT26783,SHIP26783,Rainy,Low,No,No
EXT26784,SHIP26784,Cloudy,High,No,No
EXT26785,SHIP26785,Storm,Medium,No,No
EXT26786,SHIP26786,Storm,Medium,No,No
EXT26787,SHIP26787,Rainy,Medium,No,No
EXT26788,SHIP26788,Cloudy,Medium,No,No
EXT26789,SHIP26789,Sunny,Medium,No,No
EXT26790,SHIP26790,Rainy,Medium,No,No
EXT26791,SHIP26791,Sunny,Low,No,No
EXT26792,SHIP26792,Cloudy,High,No,No
EXT26793,SHIP26793,Rainy,Low,No,No
EXT26794,SHIP26794,Sunny,High,No,Yes
EXT26795,SHIP26795,Cloudy,High,No,No
EXT26796,SHIP26796,Rainy,Medium,No,No
EXT26797,SHIP26797,Cloudy,Medium,No,No
EXT26798,SHIP26798,Sunny,Medium,No,No
EXT26799,SHIP26799,Cloudy,Low,No,No
EXT26800,SHIP26800,Storm,Low,No,No
EXT26801,SHIP26801,Cloudy,Medium,No,No
EXT26802,SHIP26802,Sunny,High,No,Yes
EXT26803,SHIP26803,Sunny,Medium,No,No
EXT26804,SHIP26804,Storm,Medium,No,No
EXT26805,SHIP26805,Rainy,Medium,No,No
EXT26806,SHIP26806,Cloudy,Low,No,No
EXT26807,SHIP26807,Sunny,Medium,No,No
EXT26808,SHIP26808,Rainy,High,No,No
EXT26809,SHIP26809,Sunny,Medium,No,No
EXT26810,SHIP26810,Sunny,Medium,No,Yes
EXT26811,SHIP26811,Cloudy,Medium,No,No
EXT26812,SHIP26812,Sunny,High,No,No
EXT26813,SHIP26813,Sunny,Medium,No,No
EXT26814,SHIP26814,Sunny,Medium,No,No
EXT26815,SHIP26815,Cloudy,Medium,No,No
EXT26816,SHIP26816,Cloudy,Low,No,No
EXT26817,SHIP26817,Sunny,Low,No,No
EXT26818,SHIP26818,Cloudy,Low,Yes,No
EXT26819,SHIP26819,Sunny,Medium,No,No
EXT26820,SHIP26820,Sunny,Low,No,No
EXT26821,SHIP26821,Cloudy,High,No,No
EXT26822,SHIP26822,Sunny,Medium,No,No
EXT26823,SHIP26823,Sunny,High,No,No
EXT26824,SHIP26824,Cloudy,Low,No,No
EXT26825,SHIP26825,Sunny,High,No,No
EXT26826,SHIP26826,Sunny,High,No,No
EXT26827,SHIP26827,Sunny,Medium,No,No
EXT26828,SHIP26828,Rainy,Medium,No,No
EXT26829,SHIP26829,Sunny,High,No,No
EXT26830,SHIP26830,Rainy,Medium,No,Yes
EXT26831,SHIP26831,Sunny,Medium,No,No
EXT26832,SHIP26832,Sunny,High,No,No
EXT26833,SHIP26833,Sunny,High,No,No
EXT26834,SHIP26834,Sunny,Medium,No,No
EXT26835,SHIP26835,Sunny,Low,No,No
EXT26836,SHIP26836,Sunny,Low,No,No
EXT26837,SHIP26837,Cloudy,Medium,No,Yes
EXT26838,SHIP26838,Sunny,High,No,No
EXT26839,SHIP26839,Fog,Medium,No,No
EXT26840,SHIP26840,Cloudy,High,No,No
EXT26841,SHIP26841,Rainy,High,No,No
EXT26842,SHIP26842,Rainy,High,No,No
EXT26843,SHIP26843,Sunny,Medium,No,No
EXT26844,SHIP26844,Sunny,Medium,No,No
EXT26845,SHIP26845,Sunny,Medium,No,No
EXT26846,SHIP26846,Fog,Medium,No,No
EXT26847,SHIP26847,Fog,Medium,No,No
EXT26848,SHIP26848,Sunny,Medium,No,No
EXT26849,SHIP26849,Sunny,High,No,No
EXT26850,SHIP26850,Sunny,Medium,No,No
EXT26851,SHIP26851,Sunny,Medium,Yes,No
EXT26852,SHIP26852,Sunny,High,No,No
EXT26853,SHIP26853,Sunny,Medium,Yes,No
EXT26854,SHIP26854,Sunny,Medium,No,No
EXT26855,SHIP26855,Sunny,Medium,No,No
EXT26856,SHIP26856,Sunny,Medium,No,No
EXT26857,SHIP26857,Rainy,Low,No,Yes
EXT26858,SHIP26858,Rainy,Low,No,No
EXT26859,SHIP26859,Rainy,Low,No,No
EXT26860,SHIP26860,Sunny,Medium,No,No
EXT26861,SHIP26861,Fog,Medium,No,No
EXT26862,SHIP26862,Rainy,Medium,No,No
EXT26863,SHIP26863,Sunny,High,No,No
EXT26864,SHIP26864,Cloudy,Medium,No,No
EXT26865,SHIP26865,Cloudy,Medium,No,No
EXT26866,SHIP26866,Cloudy,Medium,No,Yes
EXT26867,SHIP26867,Cloudy,High,No,No
EXT26868,SHIP26868,Sunny,High,Yes,No
EXT26869,SHIP26869,Rainy,Medium,No,No
EXT26870,SHIP26870,Storm,Low,No,No
EXT26871,SHIP26871,Rainy,High,No,No
EXT26872,SHIP26872,Sunny,Medium,No,No
EXT26873,SHIP26873,Sunny,Low,No,No
EXT26874,SHIP26874,Sunny,Medium,No,No
EXT26875,SHIP26875,Storm,Medium,Yes,No
EXT26876,SHIP26876,Cloudy,Medium,No,Yes
EXT26877,SHIP26877,Cloudy,High,No,No
EXT26878,SHIP26878,Rainy,Medium,No,No
EXT26879,SHIP26879,Sunny,High,No,No
EXT26880,SHIP26880,Fog,Low,No,No
EXT26881,SHIP26881,Fog,Medium,No,No
EXT26882,SHIP26882,Cloudy,Medium,No,No
EXT26883,SHIP26883,Cloudy,Medium,No,No
EXT26884,SHIP26884,Rainy,High,No,No
EXT26885,SHIP26885,Rainy,Low,No,No
EXT26886,SHIP26886,Sunny,Low,No,No
EXT26887,SHIP26887,Storm,Medium,No,No
EXT26888,SHIP26888,Fog,Medium,Yes,No
EXT26889,SHIP26889,Sunny,High,No,No
EXT26890,SHIP26890,Rainy,Medium,No,No
EXT26891,SHIP26891,Sunny,Low,No,No
EXT26892,SHIP26892,Sunny,Low,No,Yes
EXT26893,SHIP26893,Sunny,Medium,No,No
EXT26894,SHIP26894,Cloudy,High,No,No
EXT26895,SHIP26895,Rainy,Medium,No,No
EXT26896,SHIP26896,Sunny,High,No,No
EXT26897,SHIP26897,Rainy,Medium,No,No
EXT26898,SHIP26898,Storm,Low,No,No
EXT26899,SHIP26899,Fog,High,Yes,No
EXT26900,SHIP26900,Fog,Medium,No,No
EXT26901,SHIP26901,Rainy,Medium,No,No
EXT26902,SHIP26902,Fog,High,No,No
EXT26903,SHIP26903,Storm,High,No,No
EXT26904,SHIP26904,Fog,High,No,No
EXT26905,SHIP26905,Cloudy,Medium,No,No
EXT26906,SHIP26906,Fog,Medium,No,No
EXT26907,SHIP26907,Rainy,High,Yes,No
EXT26908,SHIP26908,Sunny,Low,No,No
EXT26909,SHIP26909,Storm,Low,No,No
EXT26910,SHIP26910,Sunny,High,No,No
EXT26911,SHIP26911,Fog,Low,No,No
EXT26912,SHIP26912,Cloudy,High,No,No
